"","player","i","X1","rk","pos","age","tm.x","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","team","tm.y"
"721","Rajon Rondo",2017,18854,382,"PG",30,"CHI",69,42,26.7,3.3,8.1,0.408,0.7,1.9,0.376,2.6,6.2,0.418,0.453,0.4,0.7,0.6,1.1,4.1,6.7,1.4,0.2,2.4,2.1,7.8,1843,13.6,0.461,0.237,0.089,4.2,16.6,37,2.7,0.5,22.5,17.8,-0.4,2.7,2.3,0.06,-1.3,1.6,1.1,"CHI",13698500
"722","Rajon Rondo",2018,19516,432,"PG",31,"NOP",65,63,26.2,3.6,7.6,0.468,0.8,2.3,0.333,2.8,5.3,0.526,0.518,0.4,0.7,0.543,0.5,3.6,8.2,1.1,0.2,2.3,1.8,8.3,1705,15.3,0.522,0.304,0.093,2,14.2,42.2,2,0.5,22.7,16.9,1.9,1.7,3.6,0.101,-0.4,-0.7,0.4,"NOP",3300000
"723","Ramon Sessions",2015,17684,406,"PG",28,"WAS",28,3,19.5,2.2,5.4,0.411,0.5,1.1,0.406,1.8,4.3,0.412,0.454,2.5,3,0.812,0.4,2.3,3.1,0.6,0,1.3,1,7.4,546,14.7,0.547,0.212,0.563,2.1,13.1,23.4,1.5,0,15.7,18.6,0.8,0.6,1.4,0.125,-0.6,-0.5,0.1,"WAS",2123733
"724","Ramon Sessions",2015,17683,406,"PG",28,"SAC",36,7,17.8,1.8,5.1,0.344,0.2,0.8,0.214,1.6,4.3,0.368,0.361,1.8,2.4,0.727,0.4,1.6,2.7,0.4,0,1.4,1.3,5.4,642,8.1,0.442,0.153,0.481,2.4,9.6,22.7,1,0,18.7,18.7,-0.4,0.1,-0.3,-0.025,-3.7,-2.6,-0.7,"WAS",2123733
"725","Ramon Sessions",2015,17682,406,"PG",28,"TOT",64,10,18.6,2,5.2,0.374,0.3,0.9,0.317,1.7,4.3,0.387,0.403,2.1,2.7,0.769,0.4,1.9,2.8,0.5,0,1.3,1.1,6.3,1188,11.1,0.49,0.18,0.518,2.3,11.2,23,1.2,0,17.3,18.7,0.4,0.7,1.1,0.044,-2.3,-1.6,-0.6,"WAS",2123733
"726","Ramon Sessions",2017,18876,400,"PG",30,"CHO",50,1,16.2,2,5.3,0.38,0.4,1.2,0.339,1.6,4,0.393,0.42,1.8,2.4,0.771,0.2,1.2,2.6,0.5,0.1,0.9,0.9,6.2,811,12.4,0.495,0.236,0.449,1.5,8.5,24.2,1.7,0.3,12.7,20.1,0.3,0.6,0.9,0.055,-2.4,-2.2,-0.5,"CHA",6000000
"727","Ramon Sessions",2018,19533,446,"PG",31,"NYK",13,3,12.8,1.3,4.1,0.321,0.2,0.8,0.182,1.2,3.2,0.357,0.34,0.9,1.2,0.8,0.1,1.3,2.1,0.5,0.1,1.2,1.1,3.7,167,6.2,0.403,0.208,0.283,0.7,11.2,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.2,-0.2,"NYK",2328652
"728","Ramon Sessions",2018,19534,446,"PG",31,"WAS",15,0,15,1.7,4.3,0.391,0.4,1,0.4,1.3,3.3,0.388,0.438,2.1,2.8,0.762,0.3,1,3.3,0.5,0.1,1,1,5.9,225,14.9,0.533,0.234,0.656,2.5,7.5,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,0.116,-0.8,-2.9,-0.1,"NYK",2328652
"729","Ramon Sessions",2018,19532,446,"PG",31,"TOT",28,3,14,1.5,4.2,0.359,0.3,0.9,0.308,1.2,3.3,0.374,0.393,1.6,2,0.772,0.2,1.1,2.8,0.5,0.1,1.1,1,4.9,392,11.2,0.479,0.222,0.487,1.7,9.1,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3,-2.2,-0.3,"NYK",2328652
"730","Randy Foye",2013,16139,135,"SG",29,"UTA",82,72,27.4,3.6,9,0.397,2.2,5.3,0.41,1.4,3.7,0.378,0.518,1.4,1.8,0.819,0.2,1.3,2,0.8,0.3,1.1,2.3,10.8,2249,11.7,0.55,0.588,0.195,0.9,5.8,11.7,1.5,0.9,10.3,18.1,2.8,0.9,3.7,0.08,1.7,-2.1,0.9,"UTA",2500000
"731","Randy Foye",2014,16751,151,"SG",30,"DEN",81,78,30.7,4.5,10.8,0.413,2.3,6.1,0.38,2.1,4.7,0.456,0.521,1.9,2.3,0.849,0.4,2.4,3.5,0.8,0.5,1.8,2.5,13.2,2485,13.3,0.558,0.569,0.211,1.6,8.5,17.7,1.3,1.2,13.2,18.8,3.3,1.3,4.6,0.089,1.9,-1,1.8,"DEN",3045000
"732","Rashard Lewis",2013,16288,262,"PF",33,"MIA",55,9,14.4,1.9,4.5,0.414,0.9,2.4,0.389,0.9,2.1,0.441,0.516,0.5,0.8,0.622,0.3,1.9,0.5,0.4,0.3,0.6,1.2,5.2,792,11.1,0.53,0.526,0.181,3.1,15,5.7,1.4,1.4,10.9,18.2,0.3,0.9,1.2,0.071,-1.5,-1.7,-0.2,"MIA",1375844
"733","Rasual Butler",2015,17248,75,"SF",35,"WAS",75,1,20.1,2.9,6.9,0.422,1.2,3.1,0.387,1.7,3.8,0.45,0.51,0.7,0.9,0.791,0.4,2.3,0.8,0.4,0.3,0.6,1.3,7.7,1505,11.4,0.531,0.455,0.13,2.1,12.4,6.5,1,1.2,8.1,17.9,1,1.6,2.6,0.084,-0.8,-0.8,0.1,"WAS",1448490
"734","Ray Allen",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA",3159525
"735","Raymond Felton",2013,16133,131,"PG",28,"NYK",68,68,34,5.5,13,0.427,1.4,3.8,0.36,4.2,9.2,0.455,0.48,1.5,1.9,0.789,0.8,2.1,5.5,1.4,0.2,2.3,1.9,13.9,2313,15.2,0.505,0.293,0.145,2.5,7.5,27,2.2,0.5,14.2,22.1,2.5,1.7,4.2,0.087,1.1,-0.9,1.3,"NYK",3715383
"736","Raymond Felton",2017,18551,134,"PG",32,"LAC",80,11,21.3,2.8,6.4,0.43,0.6,1.8,0.319,2.2,4.6,0.473,0.475,0.6,0.8,0.781,0.4,2.3,2.4,0.8,0.3,1,1.6,6.7,1700,10.9,0.496,0.28,0.125,2.2,11.9,16.3,1.9,1.1,13.3,16.5,0.2,1.8,1.9,0.055,-1.8,0.8,0.4,"LAC",1551659
"737","Raymond Felton",2018,19176,158,"PG",33,"OKC",82,2,16.6,2.7,6.7,0.406,1,2.8,0.352,1.7,3.9,0.444,0.479,0.4,0.5,0.818,0.3,1.6,2.5,0.6,0.2,0.9,1.1,6.9,1365,13,0.494,0.417,0.08,2,11,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-1.1,-1.7,-0.3,"OKC",2328652
"738","Reggie Bullock",2018,19074,76,"SF",26,"DET",62,52,27.9,4.3,8.8,0.489,2,4.5,0.445,2.3,4.3,0.536,0.603,0.6,0.8,0.796,0.4,2,1.5,0.8,0.2,0.8,1.1,11.3,1732,13.6,0.615,0.515,0.09,1.7,8.3,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.117,1.3,-0.7,1.2,"DET",2500000
"739","Reggie Evans",2012,15570,136,"PF",31,"LAC",56,0,13.8,0.6,1.3,0.472,0,0,NA,0.6,1.3,0.472,0.472,0.6,1.3,0.507,1.8,3.1,0.3,0.6,0.1,0.8,2.1,1.9,771,9.2,0.504,0,0.986,15.3,26.7,3.1,2.2,0.6,29.9,8.8,0.2,1,1.3,0.079,-3.3,1.1,0,"LAC",1229255
"740","Reggie Jackson",2016,18074,220,"PG",25,"DET",79,79,30.7,6.8,15.7,0.434,1.5,4.2,0.353,5.3,11.5,0.464,0.482,3.7,4.3,0.864,0.7,2.5,6.2,0.7,0.1,2.8,2.4,18.8,2424,19.6,0.535,0.268,0.271,2.5,9.1,36.3,1.2,0.3,13.8,29.1,4.9,1.9,6.9,0.136,3.9,-1.6,2.6,"DET",16000000
"741","Reggie Williams",2012,15952,467,"SF",25,"CHA",33,13,22.6,3.2,7.7,0.416,1,3.2,0.308,2.2,4.5,0.493,0.48,0.9,1.2,0.725,0.8,2,1.8,0.6,0.1,1,1,8.3,747,12.4,0.503,0.42,0.157,4,10.5,14.7,1.4,0.3,10.8,18.9,0.3,0,0.3,0.022,0,-2.5,-0.1,"CHA",2556250
"742","Richard Hamilton",2012,15629,185,"SG",33,"CHI",28,28,24.9,5,11.1,0.452,0.6,1.6,0.37,4.4,9.4,0.466,0.479,1,1.3,0.784,0.7,1.6,3,0.4,0,1.8,2,11.6,697,13.2,0.5,0.148,0.119,3.3,7.2,21,0.9,0.1,13.1,24.5,0.5,0.8,1.3,0.092,-0.4,-1.7,0,"CHI",5000000
"743","Richard Jefferson",2015,17452,238,"SF",34,"DAL",74,18,16.8,1.9,4.4,0.444,0.9,2.1,0.426,1.1,2.3,0.462,0.546,1.1,1.5,0.684,0.3,2.1,0.8,0.4,0.1,0.7,1.6,5.8,1244,11.3,0.577,0.478,0.352,2.2,14,7,1.3,0.7,12.2,15.3,1.4,0.9,2.3,0.088,-0.2,-0.5,0.4,"DAL",1448490
"744","Richard Jefferson",2016,18078,224,"SF",35,"CLE",74,5,17.9,1.9,4.2,0.458,0.9,2.3,0.382,1,1.9,0.554,0.564,0.8,1.2,0.667,0.2,1.5,0.8,0.4,0.2,0.6,1.7,5.5,1326,9.7,0.585,0.554,0.279,1.3,9.6,6.4,1.3,0.9,10.9,13.4,1.4,1.3,2.7,0.099,-0.5,-0.3,0.4,"CLE",1499187
"745","Richard Jefferson",2017,18660,222,"SF",36,"CLE",79,13,20.4,1.9,4.3,0.446,0.8,2.4,0.333,1.2,2,0.58,0.536,1,1.4,0.741,0.4,2.2,1,0.3,0.1,0.7,1.9,5.7,1614,8.3,0.574,0.542,0.315,2,11.6,6.6,0.8,0.5,11.8,12.2,1.3,0.8,2.1,0.063,-1.4,-1,-0.2,"CLE",2537500
"746","Robbie Hummel",2015,17437,225,"SF",25,"MIN",45,4,16.5,1.8,3.8,0.459,0.4,1.1,0.314,1.4,2.7,0.521,0.506,0.5,0.6,0.828,0.7,2.3,0.6,0.4,0.2,0.4,1.9,4.4,742,9.7,0.536,0.297,0.169,4.6,16.4,5.6,1.1,1,8.9,12.1,0.7,0.1,0.8,0.05,-1.8,-1.6,-0.3,"MIN",880000
"747","Robert Sacre",2014,17028,381,"C",24,"LAL",65,13,16.8,2.2,4.6,0.477,0,0,NA,2.2,4.6,0.477,0.477,1,1.4,0.681,1.3,2.6,0.8,0.4,0.7,0.7,2.1,5.4,1089,12.1,0.513,0,0.313,8,16.9,7,1.1,3.1,11.4,15.5,0.7,0.7,1.4,0.061,-3.1,0.7,-0.1,"LAL",895154
"748","Robin Lopez",2013,16296,268,"C",24,"NOH",82,82,26,4.7,8.8,0.534,0,0,NA,4.7,8.8,0.534,0.534,2,2.5,0.778,2.8,2.9,0.8,0.4,1.6,1.3,2,11.3,2136,18.9,0.573,0,0.288,12.4,13.4,5.3,0.8,5,12,20,4.4,1.2,5.6,0.126,0.8,0.3,1.7,"NOP",5119761
"749","Robin Lopez",2016,18141,271,"C",27,"NYK",82,82,27.1,4.4,8.1,0.539,0,0,0,4.4,8.1,0.54,0.539,1.6,2,0.795,3.3,4.1,1.4,0.2,1.6,1.6,2.2,10.3,2219,17.6,0.574,0.002,0.243,13.4,16.2,8.5,0.4,4.4,15.4,17.7,3.7,2.1,5.8,0.126,0.1,1.3,1.9,"CHI",13503875
"750","Robin Lopez",2016,18141,271,"C",27,"NYK",82,82,27.1,4.4,8.1,0.539,0,0,0,4.4,8.1,0.54,0.539,1.6,2,0.795,3.3,4.1,1.4,0.2,1.6,1.6,2.2,10.3,2219,17.6,0.574,0.002,0.243,13.4,16.2,8.5,0.4,4.4,15.4,17.7,3.7,2.1,5.8,0.126,0.1,1.3,1.9,"NYK",12650000
"751","Rodney Stuckey",2012,15881,408,"SG",25,"DET",55,48,29.9,4.7,10.9,0.429,0.6,1.9,0.317,4.1,9,0.452,0.456,4.9,5.8,0.834,0.7,1.9,3.8,0.8,0.2,1.9,2.3,14.8,1644,17.6,0.55,0.174,0.536,2.7,7.8,22.7,1.4,0.5,12.6,23.7,3.8,0.7,4.5,0.131,2.2,-2.4,0.8,"DET",8500000
"752","Rodney Stuckey",2015,17723,428,"PG",28,"IND",71,36,26.4,4.7,10.6,0.44,0.8,2,0.39,3.9,8.6,0.452,0.477,2.5,3,0.819,0.5,3,3.1,0.8,0.1,1.7,1.8,12.6,1874,15.4,0.528,0.187,0.286,2.1,12.4,20.2,1.5,0.4,12.2,23.4,1.9,2.2,4,0.103,0.2,-0.3,0.9,"IND",1227985
"753","Rodney Stuckey",2016,18314,414,"PG",29,"IND",58,1,22,3.2,7.6,0.413,0.3,1.4,0.241,2.8,6.2,0.453,0.436,2.3,2.7,0.829,0.3,2.4,2.4,0.7,0.1,1.3,1.3,8.9,1275,12.6,0.504,0.187,0.357,1.6,11.7,17.2,1.7,0.5,12.9,20.3,0.5,1.5,2,0.077,-2.1,-0.3,-0.2,"IND",7000000
"754","Roger Mason",2013,16312,281,"SG",32,"NOH",69,13,17.7,1.9,4.4,0.433,1,2.3,0.415,1,2.1,0.452,0.541,0.6,0.6,0.907,0.2,1.8,1.1,0.4,0.2,0.7,1.5,5.3,1219,10,0.57,0.521,0.141,1.1,12,9.5,1.2,0.8,13.6,14.3,1.1,0.3,1.4,0.057,-0.3,-1.4,0.1,"NOP",1229255
"755","Ron Baker",2018,19014,27,"SG",24,"NYK",29,1,13.3,0.7,2,0.339,0.4,1.1,0.333,0.3,0.9,0.346,0.432,0.7,0.9,0.769,0.2,0.9,1.6,0.9,0.2,0.6,1.1,2.4,385,9.3,0.504,0.559,0.441,1.4,7.2,15.5,3.3,1.3,20.4,10,0.1,0.4,0.5,0.059,-1.9,0.9,0.1,"NYK",4436200
"756","Ronnie Brewer",2013,16042,59,"SF",27,"NYK",46,34,15.5,1.4,3.8,0.366,0.5,1.5,0.31,0.9,2.3,0.404,0.429,0.3,0.8,0.41,0.6,1.5,0.9,0.7,0.1,0.3,0.6,3.6,711,10.2,0.432,0.406,0.223,4.6,12.1,8.4,2.6,0.7,6.8,13.6,0.1,0.7,0.8,0.057,-1.6,0.7,0.2,"OKC",1069509
"757","Ronnie Brewer",2013,16041,59,"SF",27,"TOT",60,34,14.2,1.2,3.3,0.354,0.4,1.3,0.303,0.8,2,0.385,0.412,0.3,0.7,0.41,0.7,1.6,0.8,0.7,0.1,0.3,0.6,3,853,10,0.416,0.384,0.197,5.7,13.5,8.6,2.7,0.6,7.7,12.7,0.1,1,1.1,0.06,-1.8,1,0.3,"OKC",1069509
"758","Ronnie Brewer",2013,16043,59,"SF",27,"OKC",14,0,10.1,0.4,1.6,0.261,0.1,0.4,0.2,0.4,1.3,0.278,0.283,0,0,NA,0.9,1.9,0.7,0.6,0,0.3,0.4,0.9,142,9.1,0.283,0.217,0,11.3,20.3,9.4,3.3,0,14.8,8.6,0,0.3,0.2,0.072,-2.7,2.6,0.1,"OKC",1069509
"759","Ronnie Brewer",2014,16629,64,"SF",28,"HOU",23,3,6.9,0.1,0.7,0.2,0,0.3,0.125,0.1,0.3,0.286,0.233,0,0.1,0,0.1,0.5,0.4,0.3,0,0.1,0.2,0.3,158,3.5,0.22,0.533,0.133,1.5,8,8.2,1.9,0.5,11.2,5,-0.1,0.1,0,0.004,-4.6,1.2,-0.1,"CHI",690039
"760","Ronnie Brewer",2014,16628,64,"SF",28,"TOT",24,3,6.7,0.1,0.6,0.2,0,0.3,0.125,0.1,0.3,0.286,0.233,0,0.1,0,0.1,0.5,0.4,0.3,0,0.1,0.2,0.3,160,3.4,0.22,0.533,0.133,1.5,7.9,8.1,1.9,0.5,11.2,4.9,-0.1,0.1,0,0.004,-4.6,1.2,-0.1,"CHI",690039
"761","Ronnie Brewer",2014,16630,64,"SF",28,"CHI",1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0.029,-7.3,1,0,"CHI",690039
"762","Ronnie Price",2012,15824,358,"PG",28,"PHO",36,8,14.4,1.4,3.6,0.377,0.4,1.2,0.295,1,2.4,0.419,0.427,0.6,0.7,0.8,0.5,1.1,1.9,0.9,0.1,1.3,2,3.6,517,8.4,0.465,0.338,0.192,4,8.2,18.7,3.4,0.4,24.6,16.4,-0.4,0.5,0.1,0.008,-2.2,1.2,0.1,"PHX",1069509
"763","Ronnie Price",2014,17006,361,"SG",30,"ORL",31,2,12.2,0.9,3,0.304,0.3,1.4,0.209,0.6,1.6,0.388,0.353,0.3,0.4,0.692,0.3,1.1,2.1,0.8,0.1,0.8,1.6,2.4,377,7.6,0.379,0.467,0.141,2.4,10.5,25.6,3.4,0.4,21,15,-0.5,0.4,-0.1,-0.007,-4,0.2,-0.2,"ORL",1291393
"764","Ronnie Price",2015,17633,374,"PG",31,"LAL",43,20,22.8,1.8,5.2,0.345,0.7,2.5,0.284,1.1,2.7,0.404,0.415,0.8,1,0.8,0.4,1.2,3.8,1.6,0.1,1.2,2.7,5.1,982,10.2,0.455,0.489,0.202,2.1,5.8,24.4,3.5,0.3,17.6,13.4,0.2,0.6,0.7,0.036,-1,-1,0,"LAL",1316809
"765","Ronnie Price",2016,18250,364,"PG",32,"PHO",62,18,19.5,1.9,4.9,0.384,1.1,3.2,0.347,0.8,1.7,0.453,0.497,0.5,0.7,0.756,0.4,1.2,2.4,1.2,0.2,1.1,2.6,5.3,1211,9.6,0.517,0.649,0.136,2.2,6.8,17.9,3,0.9,17.9,13.7,0.4,1,1.4,0.056,-0.7,-0.1,0.4,"PHX",1499187
"766","Ronny Turiaf",2012,15904,427,"C",29,"MIA",13,5,17,1.2,2.3,0.533,0,0.1,0,1.2,2.2,0.552,0.533,1,1.7,0.591,1.5,3,0.4,0.6,1.1,0.6,2.5,3.5,221,12.6,0.567,0.033,0.733,10.7,20.3,3.3,1.9,5.1,16.8,10,0.3,0.5,0.7,0.158,-2,3.3,0.2,"MIA",340305
"767","Ronny Turiaf",2012,15902,427,"C",29,"TOT",17,5,16.4,1.1,1.9,0.576,0,0.1,0,1.1,1.9,0.594,0.576,0.8,1.3,0.591,1.2,2.9,0.6,0.8,1,0.8,2.3,3,279,12.3,0.597,0.03,0.667,8.9,20.6,5.1,2.6,4.9,24.7,9.4,0.2,0.6,0.8,0.137,-2.4,3.9,0.2,"MIA",340305
"768","Ronny Turiaf",2012,15903,427,"C",29,"WAS",4,0,14.5,0.8,0.8,1,0,0,NA,0.8,0.8,1,1,0,0,NA,0.3,2.8,1.3,1.5,0.8,1.5,1.8,1.5,58,10.8,1,0,0,1.9,21.6,12.2,5.4,4,66.7,6.9,-0.1,0.1,0.1,0.057,-4,6.2,0.1,"MIA",340305
"769","Ronny Turiaf",2013,16489,422,"C",30,"LAC",65,0,10.8,0.8,1.5,0.505,0,0,NA,0.8,1.5,0.505,0.505,0.4,1,0.365,0.7,1.6,0.5,0.3,0.5,0.4,1.2,1.9,701,9.4,0.485,0,0.649,7.8,17.9,6.8,1.4,4.2,18.9,10,0.1,1,1.1,0.075,-3.5,2.9,0.3,"LAC",1146337
"770","Ronny Turiaf",2014,17101,436,"C",31,"MIN",31,10,19.5,2.1,3.5,0.598,0,0,NA,2.1,3.5,0.598,0.598,0.7,1.6,0.42,1.8,3.8,0.8,0.3,1.6,0.8,2.1,4.8,606,13.9,0.578,0,0.467,9.6,22,5.7,0.7,6.3,15.7,10.7,0.6,0.9,1.5,0.122,-2.3,4,0.6,"MIN",1500000
"771","Roy Hibbert",2013,16199,185,"C",26,"IND",79,79,28.7,4.9,10.9,0.448,0,0.1,0.25,4.9,10.8,0.449,0.449,2.1,2.8,0.741,3.7,4.6,1.4,0.5,2.6,2.1,3.5,11.9,2269,17.3,0.489,0.005,0.261,14.8,17.4,8.9,0.9,6.7,14.5,22.5,1.3,4.9,6.1,0.129,-1.9,3.8,2.2,"IND",14610937
"772","Royal Ivey",2013,16220,206,"SG",31,"PHI",53,5,13.2,1.2,2.7,0.431,0.7,1.7,0.42,0.5,1.1,0.446,0.559,0.2,0.3,0.563,0.3,0.8,0.6,0.4,0.1,0.4,1.4,3.2,698,8.1,0.563,0.611,0.111,2.5,6.8,6.7,1.7,0.3,11.7,11.3,0.5,0.5,1,0.066,-1.6,-1.1,-0.1,"PHI",1223166
"773","Royce O'Neal",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UTA",1270792
"774","Rudy Gay",2018,19192,172,"PF",31,"SAS",57,6,21.6,4.4,9.4,0.471,0.6,2.1,0.314,3.8,7.4,0.516,0.506,2,2.5,0.772,1.3,3.8,1.3,0.8,0.7,1.4,1.7,11.5,1231,18,0.545,0.22,0.27,6.8,19.5,9.8,1.9,2.6,11.5,24.6,1,2.1,3.1,0.123,-0.7,1,0.7,"SAS",8616150
"775","Ryan Anderson",2013,15993,15,"PF",24,"NOH",81,22,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4,1.2,0.5,0.4,1.2,2.2,16.2,2503,18.1,0.548,0.5,0.161,8.9,15.9,6.9,0.9,1,7.5,24,5.7,0.8,6.5,0.125,4.1,-2.9,2.1,"NOP",8500000
"776","Ryan Anderson",2017,18407,15,"PF",28,"HOU",72,72,29.4,4.5,10.7,0.418,2.8,7,0.403,1.7,3.7,0.446,0.55,1.8,2.1,0.86,1.6,3,0.9,0.4,0.2,0.8,2,13.6,2116,13.5,0.583,0.655,0.194,5.8,11.2,4.7,0.7,0.5,6.2,17.9,4,1.1,5.2,0.117,1.8,-2.6,0.6,"HOU",20000000
"777","Ryan Gomes",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAC",4000000
"778","Ryan Hollins",2012,15664,214,"C",27,"TOT",39,8,13.4,1.2,2.2,0.548,0,0,NA,1.2,2.2,0.548,0.548,1,1.9,0.52,0.9,1.2,0.2,0.1,0.4,0.9,2,3.4,522,6.9,0.56,0,0.893,7.4,10.7,2.7,0.5,2.5,23,13.4,-0.1,0.3,0.2,0.023,-4.6,-0.6,-0.4,"BOS",248048
"779","Ryan Hollins",2012,15665,214,"C",27,"CLE",24,7,15.1,1.2,2.3,0.5,0,0,NA,1.2,2.3,0.5,0.5,1.4,2.3,0.6,1,1.3,0.3,0.2,0.5,1,2.3,3.7,362,7,0.555,0,0.982,7.6,10.1,2.6,0.6,2.5,23,12.9,0,0.1,0.1,0.013,-4.4,-0.9,-0.3,"BOS",248048
"780","Ryan Hollins",2012,15666,214,"C",27,"BOS",15,1,10.7,1.2,1.9,0.643,0,0,NA,1.2,1.9,0.643,0.643,0.4,1.3,0.3,0.6,1.1,0.2,0.1,0.3,0.7,1.5,2.8,160,6.8,0.571,0,0.714,7,12,3,0.3,2.4,23,14.3,-0.1,0.2,0.1,0.044,-5,0.3,-0.1,"BOS",248048
"781","Ryan Hollins",2014,16826,210,"PF",29,"LAC",61,0,7.9,0.9,1.2,0.736,0,0,NA,0.9,1.2,0.736,0.736,0.6,0.9,0.625,0.5,1,0.1,0.1,0.5,0.5,1.4,2.3,482,11.9,0.73,0,0.778,7.4,13.1,2.4,0.9,4.9,23.1,11.5,0.7,0.6,1.3,0.126,-2,1.7,0.2,"LAC",1186459
"782","Ryan Hollins",2015,17432,220,"C",30,"SAC",46,9,9.6,1.2,1.8,0.646,0,0,NA,1.2,1.8,0.646,0.646,0.7,1.2,0.574,0.8,1.5,0.3,0.1,0.4,0.5,1.4,3,441,13.1,0.648,0,0.659,9.6,16.6,5,0.7,3.4,19.1,13.1,0.7,0.3,1,0.104,-1.4,0,0.1,"SAC",1310286
"783","Ryan Kelly",2015,17483,260,"PF",23,"LAL",52,34,23.7,2,5.9,0.337,0.9,2.6,0.336,1.1,3.4,0.337,0.409,1.5,1.8,0.832,0.3,2.6,1.8,0.6,0.5,0.7,2.3,6.4,1233,8.6,0.473,0.434,0.307,1.1,12.4,10.9,1.2,1.6,9.5,14,0.4,0.3,0.7,0.027,-2.1,-0.8,-0.3,"LAL",1687125
"784","Ryan Kelly",2017,18686,244,"PF",25,"ATL",16,0,6.9,0.5,1.8,0.286,0.3,0.6,0.4,0.3,1.1,0.222,0.357,0.3,0.4,0.833,0.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6,110,7.8,0.408,0.357,0.214,1,16.7,10.2,1.8,3.9,11.5,13.7,-0.1,0.2,0.1,0.029,-6.2,2.3,-0.1,"ATL",286785
"785","Sam Young",2013,16543,466,"SG",27,"IND",56,3,12.4,1,2.6,0.392,0.3,0.9,0.308,0.8,1.7,0.438,0.446,0.4,0.8,0.535,0.5,1.7,0.8,0.3,0.1,0.6,1.1,2.8,693,7.5,0.464,0.351,0.291,4.3,15.3,9.4,1.2,0.9,16.5,13.2,-0.2,1.1,0.9,0.062,-3.8,1,-0.1,"IND",416527
"786","Samuel Dalembert",2012,15531,103,"C",30,"HOU",65,45,22.2,3.1,6.1,0.506,0,0,0,3.1,6.1,0.508,0.506,1.4,1.7,0.796,2.4,4.6,0.5,0.6,1.7,1.3,2.5,7.5,1446,16.9,0.551,0.003,0.286,12.6,24.1,3.6,1.3,5.7,15.6,16.6,1.8,2.3,4.1,0.137,-2.1,2.4,0.8,"HOU",6849283
"787","Samuel Dalembert",2014,16697,112,"C",32,"DAL",80,68,20.2,2.7,4.7,0.568,0,0,0,2.7,4.7,0.569,0.568,1.3,1.7,0.737,2.5,4.3,0.5,0.5,1.2,1.1,2.6,6.6,1614,16.8,0.605,0.003,0.363,14.4,24.2,3.4,1.3,4.8,17.1,14.8,2.9,2.1,4.9,0.147,-0.9,1.5,1.1,"DAL",3784015
"788","Sasha Pavlovic",2012,15815,349,"SF",28,"BOS",45,7,11.7,1.1,2.8,0.391,0.4,1.3,0.293,0.7,1.6,0.471,0.457,0.1,0.2,0.375,0.1,1.5,0.4,0.4,0.3,0.4,1.2,2.7,527,6.7,0.456,0.453,0.063,0.9,14.5,5.3,2,2.2,13.2,13.8,-0.6,1,0.4,0.039,-4.5,1.9,-0.1,"BOS",1223166
"789","Sasha Pavlovic",2013,16384,335,"SG",29,"POR",39,1,13.5,1.1,3.1,0.353,0.5,1.5,0.3,0.6,1.5,0.407,0.429,0,0.2,0.167,0.2,1.3,0.8,0.6,0.1,0.4,1.5,2.6,528,6.2,0.423,0.504,0.05,1.5,10.9,8.9,2.4,0.7,10.3,11.8,-0.3,0.4,0.1,0.009,-3.3,0.2,-0.1,"POR",1360237
