fix,Tm,Pos,G,GS,MP,FG,FGA,FG.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS.G,PER,TS.,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,average salary
garretttemple,WAS,SG,51,36,22.7,2.1,5.1,0.40700000000000003,0.457,0.5,0.7,0.703,0.6,1.8,2.4,2.3,1.0,0.3,1.2,1.8,5.1,8.8,0.478,0.14300000000000002,2.8,9.1,5.9,15.5,2.3,1.2,18.2,13.2,-0.3,1.5,1.2,0.049,-2.9,1.7,-1.2,0.2,916099
jasonterry,BOS,SG,79,24,26.9,3.6,8.2,0.434,0.529,1.4,1.7,0.87,0.2,1.8,2.0,2.5,0.8,0.1,1.3,1.4,10.1,12.8,0.5660000000000001,0.20199999999999999,1.1,7.6,4.4,14.9,1.6,0.4,12.6,18.0,2.1,1.9,4.0,0.091,0.7,-1.3,-0.6,0.7,5225000
hasheemthabeet,OKC,C,66,4,11.7,1.0,1.6,0.604,0.604,0.5,0.8,0.604,1.0,1.9,3.0,0.2,0.5,0.9,0.6,2.2,2.4,11.6,0.619,0.5,11.1,17.5,14.5,2.0,2.0,5.9,24.1,10.1,0.7,1.5,2.2,0.134,-2.1,3.0,0.8,0.5,1216667
isaiahthomas,SAC,PG,79,62,26.9,4.6,10.5,0.44,0.509,3.2,3.6,0.882,0.4,1.7,2.0,4.0,0.8,0.0,1.8,2.1,13.9,17.5,0.574,0.345,1.5,7.3,4.4,24.6,1.6,0.1,12.7,23.0,5.2,-0.1,5.0,0.114,3.5,-3.7,-0.2,1.0,706697
tyrusthomas,CHA,PF,26,2,13.8,1.8,5.2,0.353,0.364,1.0,1.2,0.8390000000000001,0.6,1.7,2.3,0.7,0.5,0.6,0.7,2.0,4.8,9.6,0.418,0.228,4.9,14.4,9.5,9.1,2.0,3.4,10.2,21.1,-0.4,0.2,-0.2,-0.025,-5.3,-0.9,-6.2,-0.4,9041323
jasonthompson,SAC,PF,82,81,27.9,4.6,9.1,0.502,0.502,1.7,2.5,0.6940000000000001,2.1,4.6,6.7,1.0,0.6,0.7,1.2,2.8,10.9,14.6,0.5329999999999999,0.27699999999999997,8.4,19.5,13.8,6.0,1.1,2.1,10.8,18.2,2.7,0.9,3.6,0.075,-1.3,-0.7,-2.0,0.0,6037500
klaythompson,GSW,SG,82,82,35.8,6.2,14.7,0.42200000000000004,0.509,1.6,1.9,0.841,0.4,3.3,3.7,2.2,1.0,0.5,1.9,2.9,16.6,12.7,0.5329999999999999,0.13,1.2,10.0,5.7,10.1,1.5,1.2,11.0,21.8,1.7,2.6,4.3,0.07,0.4,-0.6,-0.1,1.4,2435620
tristanthompson,CLE,PF,82,82,31.3,4.8,9.7,0.488,0.488,2.2,3.5,0.608,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9,11.7,16.1,0.516,0.364,13.2,22.1,17.5,6.9,1.2,2.2,11.7,18.3,3.2,2.0,5.2,0.098,-0.7,0.1,-0.5,1.0,4205318
marcusthornton,SAC,SG,72,8,24.0,4.6,10.8,0.429,0.52,1.5,1.8,0.8809999999999999,0.7,1.8,2.5,1.3,0.8,0.1,0.9,1.5,12.7,16.3,0.552,0.163,3.2,9.0,6.0,9.0,1.8,0.2,7.6,23.1,3.1,0.1,3.2,0.08900000000000001,2.9,-3.6,-0.7,0.6,7787500
anthonytolliver,ATL,SF,62,11,15.5,1.3,3.5,0.38,0.484,0.7,0.8,0.863,0.5,2.0,2.5,0.5,0.2,0.2,0.6,1.1,4.1,8.4,0.531,0.23600000000000002,3.7,14.5,9.2,4.8,0.8,1.0,13.1,13.2,0.3,0.9,1.2,0.059000000000000004,-2.5,-0.8,-3.3,-0.3,1027424
pjtucker,PHO,SG,79,45,24.2,2.7,5.6,0.473,0.498,0.8,1.1,0.7440000000000001,1.7,2.8,4.4,1.4,0.8,0.2,0.8,1.8,6.4,11.6,0.525,0.19399999999999998,7.7,13.3,10.4,8.6,1.7,0.7,12.2,12.8,1.8,1.2,2.9,0.07400000000000001,-0.9,0.5,-0.4,0.8,823244
ronnyturiaf,LAC,C,65,0,10.8,0.8,1.5,0.505,0.505,0.4,1.0,0.365,0.7,1.6,2.3,0.5,0.3,0.5,0.4,1.2,1.9,9.4,0.485,0.649,7.8,17.9,12.9,6.8,1.4,4.2,18.9,10.0,0.1,1.0,1.1,0.075,-3.5,2.9,-0.5,0.3,1500000
evanturner,PHI,SF,82,82,35.3,5.4,12.8,0.419,0.446,1.9,2.5,0.74,0.7,5.6,6.3,4.3,0.9,0.2,2.3,2.4,13.3,12.1,0.478,0.198,2.1,18.5,10.1,19.7,1.3,0.5,14.0,21.2,-0.7,2.9,2.1,0.035,-2.4,0.3,-2.1,-0.1,5380877
ekpeudoh,MIL,C,76,9,17.3,1.5,3.5,0.435,0.435,1.2,1.6,0.748,1.5,1.8,3.3,0.6,0.5,1.1,0.6,1.8,4.3,12.0,0.503,0.442,8.9,11.7,10.3,4.7,1.5,4.7,11.8,12.1,1.1,1.5,2.7,0.098,-2.8,2.4,-0.5,0.5,3588607
jonasvalanciunas,TOR,C,62,57,23.9,3.3,5.9,0.557,0.557,2.4,3.0,0.789,2.0,4.0,6.0,0.7,0.3,1.3,1.5,3.0,8.9,15.6,0.619,0.505,9.6,20.5,14.9,5.0,0.6,4.2,17.4,16.9,2.5,1.5,3.9,0.127,-1.3,0.9,-0.4,0.6,3809981
greivisvasquez,NOH,PG,78,78,34.4,5.6,13.0,0.433,0.474,1.6,2.0,0.805,0.6,3.8,4.3,9.0,0.8,0.1,3.2,2.4,13.9,16.3,0.502,0.152,1.9,13.3,7.5,44.9,1.3,0.2,18.6,23.0,3.0,0.7,3.8,0.067,2.0,-2.0,0.1,1.4,1372747
janvesely,WAS,PF,51,4,11.8,1.1,2.2,0.5,0.5,0.2,0.8,0.308,0.8,1.5,2.4,0.5,0.3,0.3,0.5,2.1,2.5,7.6,0.48,0.342,7.9,14.7,11.3,7.3,1.3,2.2,17.1,12.0,-0.1,0.8,0.7,0.059000000000000004,-4.4,1.9,-2.5,-0.1,3202960
charlievillanueva,DET,PF,69,0,15.8,2.5,6.7,0.377,0.474,0.4,0.7,0.551,0.7,2.8,3.5,0.8,0.4,0.6,0.6,1.4,6.8,14.0,0.48100000000000004,0.106,5.1,20.6,12.7,8.4,1.5,2.8,7.4,21.9,0.4,1.1,1.6,0.069,-0.3,-1.2,-1.5,0.1,7540000
nikolavucevic,ORL,C,77,77,33.2,6.0,11.5,0.519,0.519,1.1,1.6,0.6829999999999999,3.5,8.4,11.9,1.9,0.8,1.0,1.8,2.8,13.1,17.8,0.534,0.142,12.0,28.4,20.2,9.3,1.2,2.4,13.0,19.3,2.8,2.9,5.7,0.106,-0.9,1.4,0.4,1.6,1977425
dwyanewade,MIA,SG,69,69,34.7,8.2,15.8,0.521,0.528,4.5,6.2,0.725,1.2,3.7,5.0,5.1,1.9,0.8,2.8,2.0,21.2,24.0,0.5710000000000001,0.389,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,6.1,3.5,9.6,0.192,2.8,1.1,3.9,3.5,17864333
dionwaiters,CLE,SG,61,48,28.8,5.5,13.4,0.41200000000000003,0.451,2.6,3.5,0.746,0.4,2.1,2.4,3.0,1.0,0.3,2.0,1.9,14.7,13.7,0.49200000000000005,0.261,1.4,8.8,4.9,18.4,1.7,0.7,11.8,26.1,0.3,0.6,0.9,0.026000000000000002,-0.5,-2.7,-3.2,-0.5,4205318
kembawalker,CHA,PG,82,82,34.9,6.4,15.2,0.423,0.466,3.6,4.5,0.7979999999999999,0.7,2.7,3.5,5.7,2.0,0.4,2.4,1.9,17.7,18.8,0.517,0.298,2.3,9.2,5.7,31.2,2.9,0.9,12.4,25.6,3.7,1.1,4.8,0.08,3.2,-1.7,1.5,2.5,2664793
johnwall,WAS,PG,49,42,32.7,6.6,15.0,0.441,0.449,5.0,6.2,0.804,0.7,3.3,4.0,7.6,1.3,0.8,3.2,2.4,18.5,20.8,0.521,0.41600000000000004,2.4,11.2,6.8,43.9,2.1,1.8,15.3,29.3,2.2,2.2,4.5,0.134,2.5,0.9,3.4,2.2,6012541
geraldwallace,BRK,SF,69,68,30.1,2.6,6.6,0.397,0.44799999999999995,1.8,2.8,0.637,1.0,3.6,4.6,2.6,1.4,0.7,1.6,1.7,7.7,11.6,0.49,0.415,3.9,14.3,9.1,13.3,2.5,1.7,16.9,14.5,0.6,2.5,3.1,0.07200000000000001,-0.7,2.6,1.9,2.0,10000008
cjwatson,BRK,PG,80,8,19.0,2.4,5.7,0.418,0.514,0.9,1.1,0.78,0.5,1.3,1.8,2.0,0.8,0.2,0.9,1.5,6.8,13.9,0.544,0.198,2.9,8.4,5.6,17.2,2.3,0.6,12.1,17.2,2.5,1.3,3.8,0.12,1.6,-0.5,1.0,1.2,2046500
earlwatson,UTA,PG,48,4,17.3,0.8,2.5,0.308,0.32899999999999996,0.4,0.5,0.68,0.5,1.3,1.8,4.0,0.8,0.2,1.4,2.0,2.0,7.7,0.366,0.20800000000000002,3.2,9.1,6.1,31.8,2.5,0.8,34.5,11.0,-0.6,0.7,0.0,0.001,-4.1,-0.4,-4.5,-0.5,1399507
martellwebster,WAS,SF,76,62,28.9,3.7,8.4,0.442,0.551,2.2,2.6,0.848,0.7,3.2,3.9,1.9,0.6,0.2,1.2,2.2,11.4,13.9,0.601,0.311,2.7,12.2,7.4,10.7,1.2,0.6,11.1,16.9,3.9,2.4,6.3,0.138,1.6,-0.1,1.5,1.9,5497625
davidwest,IND,PF,73,73,33.4,6.9,13.8,0.498,0.5,3.3,4.3,0.768,2.0,5.7,7.7,2.9,1.0,0.9,2.2,2.0,17.1,20.1,0.545,0.312,6.8,18.8,12.9,16.8,1.6,2.1,12.0,24.4,4.4,4.7,9.1,0.179,0.9,2.4,3.3,3.3,12200000
russellwestbrook,OKC,PG,82,82,34.9,8.2,18.7,0.43799999999999994,0.47,5.6,7.0,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,23.9,0.532,0.375,4.8,11.8,8.6,38.4,2.6,0.6,13.2,32.8,7.7,3.9,11.6,0.195,4.7,0.3,5.0,5.1,15719062
deronwilliams,BRK,PG,78,78,36.4,6.3,14.4,0.44,0.516,4.1,4.7,0.8590000000000001,0.4,2.6,3.0,7.7,1.0,0.4,2.8,2.5,18.9,20.3,0.574,0.32799999999999996,1.2,8.5,4.8,37.5,1.4,0.8,14.5,24.4,9.1,1.8,10.9,0.184,5.5,-2.0,3.5,3.9,19754465
derrickwilliams,MIN,PF,78,56,24.6,4.3,10.1,0.43,0.47100000000000003,2.5,3.5,0.706,1.2,4.3,5.5,0.6,0.6,0.5,1.3,1.6,12.0,14.5,0.515,0.34600000000000003,5.6,20.6,12.8,4.2,1.2,1.5,10.0,23.5,1.0,2.1,3.0,0.076,-2.1,-1.5,-3.7,-0.8,4809840
marvinwilliams,UTA,SF,73,51,23.7,2.7,6.4,0.423,0.48100000000000004,1.1,1.4,0.778,0.8,2.8,3.6,1.1,0.5,0.5,0.8,1.3,7.2,10.9,0.515,0.21100000000000002,3.7,14.3,8.9,6.9,1.1,1.7,10.5,15.1,1.1,1.1,2.3,0.063,-1.1,-0.3,-1.4,0.3,7500000
mowilliams,UTA,PG,46,46,30.8,5.0,11.6,0.43,0.485,1.6,1.8,0.882,0.5,1.9,2.4,6.2,1.0,0.2,2.7,2.3,12.9,14.4,0.519,0.159,2.0,7.2,4.5,33.2,1.7,0.5,18.0,22.3,1.2,0.7,1.8,0.062,1.1,-2.5,-1.4,0.2,2711670
reggiewilliams,CHA,SF,40,0,9.5,1.4,3.3,0.43200000000000005,0.515,0.3,0.5,0.47600000000000003,0.2,1.1,1.3,1.0,0.3,0.0,0.5,0.5,3.7,13.2,0.517,0.159,2.3,13.3,7.7,18.2,1.7,0.2,11.9,19.2,0.2,0.1,0.3,0.035,0.0,-3.4,-3.4,-0.1,5576
mettaworldpeace,LAL,SF,75,66,33.7,4.4,11.0,0.40299999999999997,0.488,1.7,2.3,0.7340000000000001,1.3,3.6,5.0,1.5,1.6,0.6,1.3,2.6,12.4,12.5,0.517,0.205,4.5,11.5,8.1,6.9,2.5,1.2,9.8,17.5,1.9,2.6,4.6,0.086,0.6,0.8,1.4,2.2,7325891
brandanwright,DAL,C,64,16,18.0,3.8,6.3,0.597,0.597,0.9,1.5,0.615,1.3,2.7,4.1,0.6,0.4,1.2,0.5,1.2,8.5,21.0,0.606,0.23800000000000002,8.4,16.7,12.6,5.6,1.2,5.2,7.1,19.0,2.8,1.3,4.1,0.172,0.5,1.1,1.6,1.0,5000000
dorellwright,PHI,SF,79,8,22.6,3.0,7.6,0.396,0.508,1.5,1.8,0.851,0.5,3.3,3.8,1.9,0.8,0.4,0.8,1.2,9.2,16.0,0.551,0.235,2.6,17.0,9.6,13.1,1.8,1.5,8.8,18.7,2.8,2.1,4.9,0.132,1.5,-0.2,1.3,1.5,3067500
tonywroten,MEM,SG,35,0,7.8,0.9,2.5,0.384,0.40700000000000003,0.6,0.8,0.7240000000000001,0.4,0.4,0.8,1.2,0.2,0.1,0.8,1.0,2.6,9.3,0.461,0.337,5.5,6.6,6.1,25.2,1.6,1.2,22.7,21.7,-0.2,0.3,0.1,0.017,-3.4,-0.8,-4.2,-0.2,1886531
nickyoung,PHI,SG,59,17,23.9,3.8,9.2,0.413,0.48200000000000004,1.8,2.2,0.82,0.4,1.8,2.2,1.4,0.6,0.2,0.8,1.4,10.6,13.3,0.525,0.23600000000000002,1.9,8.7,5.2,9.7,1.3,0.8,7.7,21.2,1.4,1.0,2.3,0.079,-0.2,-2.3,-2.5,-0.2,1167464
thaddeusyoung,PHI,PF,76,76,34.6,6.7,12.6,0.531,0.532,1.4,2.5,0.574,2.4,5.1,7.5,1.6,1.8,0.7,1.2,2.5,14.8,18.2,0.541,0.196,7.6,17.2,12.3,8.2,2.7,1.6,8.0,19.8,3.7,3.7,7.4,0.136,0.2,1.6,1.7,2.5,8600000
tylerzeller,CLE,C,77,55,26.4,3.2,7.3,0.43799999999999994,0.43799999999999994,1.6,2.0,0.764,2.1,3.6,5.7,1.2,0.5,0.9,1.2,3.3,7.9,11.0,0.486,0.281,8.7,16.7,12.5,7.4,0.9,2.8,13.1,15.9,0.8,1.2,2.0,0.048,-2.7,0.4,-2.3,-0.1,1879324
colealdrich,TOT,C,45,0,8.6,1.0,1.8,0.55,0.55,0.3,0.4,0.6,0.7,2.0,2.7,0.2,0.1,0.5,0.5,1.3,2.2,11.1,0.563,0.25,8.7,26.7,17.7,3.4,0.7,4.6,20.6,12.7,0.1,0.4,0.6,0.07,-4.8,0.7,-4.0,-0.2,916099
jamesanderson,TOT,SG-SF,39,2,10.3,1.3,3.2,0.413,0.496,0.6,0.7,0.857,0.5,1.4,1.8,1.1,0.4,0.1,0.6,0.6,3.8,13.9,0.539,0.222,5.2,15.0,10.2,15.8,1.9,0.9,15.3,18.0,0.4,0.4,0.9,0.106,-0.1,0.0,-0.1,0.2,809973
gustavoayon,TOT,C,55,3,13.3,1.7,3.0,0.551,0.551,0.4,0.9,0.4,1.1,2.5,3.6,1.3,0.4,0.3,0.9,1.9,3.7,12.8,0.54,0.299,9.0,21.3,15.1,14.7,1.5,1.8,19.9,14.5,0.4,0.8,1.2,0.077,-2.6,1.3,-1.2,0.1,1500000
ronniebrewer,TOT,SF,60,34,14.2,1.2,3.3,0.354,0.41200000000000003,0.3,0.7,0.41,0.7,1.6,2.3,0.8,0.7,0.1,0.3,0.6,3.0,10.0,0.41600000000000004,0.19699999999999998,5.7,13.5,9.6,8.6,2.7,0.6,7.7,12.7,0.1,1.0,1.1,0.06,-1.8,1.0,-0.8,0.3,690039
aaronbrooks,TOT,PG,53,20,18.8,2.7,6.0,0.45299999999999996,0.532,0.8,1.0,0.769,0.2,1.3,1.5,2.2,0.6,0.2,1.3,1.8,7.1,11.8,0.555,0.165,1.5,7.9,4.6,18.0,1.5,0.8,16.5,18.1,0.8,0.0,0.8,0.040999999999999995,0.0,-2.7,-2.7,-0.2,947907
josecalderon,TOT,PG,73,58,29.6,4.3,8.7,0.491,0.594,1.0,1.1,0.9,0.3,2.1,2.4,7.1,0.8,0.1,1.7,1.4,11.3,18.8,0.616,0.126,1.1,8.6,4.8,39.8,1.4,0.3,15.8,17.0,6.6,0.9,7.4,0.165,3.7,-3.3,0.4,1.3,7250000
jasoncollins,TOT,C,38,9,10.1,0.2,0.8,0.31,0.31,0.6,0.8,0.7190000000000001,0.6,1.0,1.6,0.2,0.3,0.3,0.5,2.2,1.1,3.0,0.47600000000000003,1.103,6.9,11.3,9.2,2.9,1.6,2.1,29.5,7.5,-0.1,0.5,0.4,0.045,-5.3,1.9,-3.4,-0.1,271669
jordancrawford,TOT,SG,70,14,24.4,4.3,10.4,0.415,0.47200000000000003,1.8,2.3,0.8109999999999999,0.6,2.4,3.0,3.2,0.6,0.1,2.0,1.5,11.6,13.8,0.512,0.21899999999999997,2.9,10.9,6.9,23.5,1.2,0.3,15.1,25.3,0.2,1.7,1.9,0.052000000000000005,-0.1,-1.5,-1.6,0.2,1380965
eddavis,TOT,C-PF,81,28,20.1,3.2,6.0,0.539,0.539,1.3,2.1,0.617,1.9,3.8,5.7,0.8,0.5,1.0,0.8,2.4,7.7,17.8,0.561,0.34600000000000003,10.9,22.8,16.7,6.7,1.2,4.2,10.2,17.6,2.9,2.4,5.4,0.159,-0.8,1.6,0.8,1.1,2335775
austindaye,TOT,SF,55,0,12.3,1.6,3.8,0.433,0.531,0.5,0.6,0.765,0.3,1.9,2.2,0.8,0.3,0.4,0.5,1.5,4.5,12.9,0.5539999999999999,0.163,2.7,18.8,10.6,10.1,1.1,2.6,11.5,17.1,0.8,0.9,1.6,0.11699999999999999,-0.8,0.1,-0.7,0.2,1005646
toneydouglas,TOT,PG,71,0,18.2,2.6,6.6,0.40299999999999997,0.491,1.1,1.2,0.905,0.5,1.5,1.9,2.1,1.0,0.0,1.1,2.0,7.5,13.4,0.531,0.18,3.0,9.2,6.1,18.3,2.8,0.2,13.9,19.9,1.4,1.0,2.4,0.08900000000000001,0.8,-1.1,-0.3,0.6,1600000
wayneellington,TOT,SG,78,21,21.3,2.9,6.8,0.42700000000000005,0.516,0.9,1.0,0.907,0.3,1.8,2.1,1.3,0.6,0.0,0.7,1.0,7.9,12.2,0.546,0.142,1.7,10.3,5.8,10.1,1.4,0.1,9.2,16.8,2.1,1.1,3.2,0.09300000000000001,0.2,-1.6,-1.4,0.3,2711670
derekfisher,TOT,SG-PG,33,9,17.4,1.7,4.9,0.342,0.435,1.1,1.2,0.9209999999999999,0.1,1.1,1.1,1.4,0.6,0.1,0.9,1.7,5.3,7.7,0.49200000000000005,0.23600000000000002,0.4,6.6,3.6,11.7,1.7,0.4,14.4,16.4,0.0,0.4,0.4,0.034,-2.1,-2.0,-4.1,-0.3,1399507
franciscogarcia,TOT,SG-SF,58,20,17.7,2.0,5.2,0.39299999999999996,0.505,0.3,0.4,0.857,0.1,1.4,1.6,1.1,0.8,0.7,0.6,1.5,5.5,11.0,0.519,0.07,0.9,9.4,5.1,9.2,2.3,2.9,9.4,14.7,0.6,0.6,1.3,0.059000000000000004,-0.5,0.1,-0.4,0.4,1291393
rudygay,TOT,SF,75,74,35.8,6.9,16.7,0.41600000000000004,0.449,3.2,3.9,0.8140000000000001,1.3,4.8,6.1,2.7,1.5,0.7,2.6,2.4,18.2,15.6,0.494,0.235,4.3,16.3,10.2,13.6,2.3,1.6,12.5,27.2,0.1,3.9,4.0,0.07200000000000001,-0.5,0.9,0.5,1.7,16460538
tobiasharris,TOT,SF-PF,55,34,23.6,4.2,9.3,0.455,0.488,1.9,2.5,0.752,1.3,3.9,5.2,1.3,0.6,0.8,1.2,2.2,11.0,16.0,0.527,0.268,6.2,18.6,12.4,8.8,1.3,2.6,10.3,22.1,1.2,1.2,2.4,0.08900000000000001,-0.7,-0.1,-0.8,0.4,1706649
doronlamb,TOT,SG,47,0,12.3,1.3,3.5,0.368,0.41100000000000003,0.4,0.7,0.588,0.2,0.8,1.0,0.7,0.3,0.0,0.6,1.1,3.3,4.8,0.433,0.209,1.5,7.4,4.4,8.2,1.2,0.0,12.7,15.7,-0.6,0.2,-0.4,-0.032,-5.2,-2.3,-7.5,-0.8,784705
jonleuer,TOT,PF-C,28,0,6.7,0.9,1.9,0.48100000000000004,0.48100000000000004,0.2,0.5,0.462,0.5,0.9,1.3,0.3,0.2,0.0,0.3,0.8,2.0,10.4,0.485,0.25,7.9,15.5,11.6,6.8,1.7,0.0,12.2,15.9,0.0,0.2,0.2,0.057,-3.3,-1.1,-4.4,-0.1,967500
shaunlivingston,TOT,PG,66,16,22.0,2.5,5.2,0.48,0.48,1.3,1.5,0.867,0.5,1.9,2.4,3.3,0.7,0.5,1.2,1.9,6.3,13.0,0.536,0.28300000000000003,2.4,10.4,6.2,23.2,1.7,1.7,16.3,14.3,1.7,0.9,2.6,0.086,-1.7,-0.1,-1.8,0.1,1272279
shelvinmack,TOT,PG-SG,31,3,13.4,1.9,4.1,0.46,0.532,0.3,0.5,0.563,0.1,1.2,1.3,2.2,0.5,0.0,1.1,1.3,4.6,11.3,0.537,0.127,0.8,10.0,5.4,26.3,1.9,0.0,20.4,18.5,0.1,0.4,0.5,0.055999999999999994,-2.1,-1.8,-3.9,-0.2,493707
joshmcroberts,TOT,PF,67,22,22.2,2.3,5.1,0.455,0.49,1.0,1.3,0.765,1.4,3.5,4.9,2.1,0.5,0.4,1.0,2.0,6.0,12.7,0.527,0.248,7.0,18.1,12.4,14.8,1.1,1.4,14.8,13.7,1.5,0.7,2.2,0.07200000000000001,-1.0,0.1,-0.8,0.4,2711670
marcusmorris,TOT,PF-SF,77,23,19.8,2.9,6.8,0.42200000000000004,0.504,0.9,1.5,0.564,1.0,2.6,3.6,0.8,0.6,0.3,1.0,2.1,7.7,11.3,0.516,0.222,6.0,14.6,10.3,6.4,1.5,1.0,11.8,18.9,0.6,1.2,1.8,0.057999999999999996,-1.0,-1.0,-1.9,0.0,2164795
anthonymorrow,TOT,SG,41,1,9.3,1.6,3.5,0.441,0.49700000000000005,0.5,0.5,0.909,0.3,0.5,0.7,0.3,0.3,0.0,0.2,1.0,4.0,12.0,0.53,0.152,3.3,5.6,4.5,5.6,1.8,0.2,4.9,19.6,0.4,0.3,0.7,0.084,-1.1,-2.8,-3.9,-0.2,1086555
janneropargo,TOT,PG,32,0,15.8,2.4,6.6,0.368,0.46,0.4,0.4,0.9229999999999999,0.3,0.8,1.1,2.1,0.6,0.1,1.3,1.3,6.5,10.3,0.475,0.061,2.2,5.7,3.9,22.8,1.9,0.5,15.8,23.3,-0.4,0.2,-0.2,-0.017,-1.1,-3.9,-5.0,-0.4,1399507
patrickpatterson,TOT,PF,71,41,25.0,4.5,8.8,0.512,0.5529999999999999,0.7,0.9,0.762,1.6,3.2,4.7,1.1,0.4,0.6,0.9,1.9,10.4,15.2,0.5660000000000001,0.10099999999999999,7.2,14.4,10.8,7.5,0.9,1.7,8.6,17.6,3.1,1.0,4.1,0.111,0.5,-0.7,-0.2,0.8,2246325
tayshaunprince,TOT,SF,82,81,32.1,4.4,10.0,0.43799999999999994,0.461,1.2,1.6,0.738,0.9,3.6,4.4,2.4,0.6,0.3,1.1,1.0,10.4,11.5,0.486,0.159,3.1,13.2,8.1,12.1,1.0,0.8,9.2,16.8,1.5,2.1,3.6,0.065,-1.6,0.0,-1.6,0.3,7000000
jjredick,TOT,SG,78,13,30.5,4.9,11.3,0.434,0.528,2.2,2.4,0.9,0.2,2.0,2.2,3.8,0.5,0.1,1.8,1.5,14.1,14.7,0.5710000000000001,0.21600000000000003,0.8,7.3,4.0,20.0,0.8,0.3,12.5,20.8,4.0,0.5,4.5,0.091,2.1,-3.2,-1.1,0.6,6938750
thomasrobinson,TOT,PF,70,0,15.1,2.0,4.6,0.43,0.43,0.8,1.6,0.523,1.7,2.8,4.5,0.7,0.6,0.4,1.3,1.8,4.8,10.9,0.451,0.34,13.0,21.3,17.1,6.7,2.0,1.9,19.3,19.1,-0.9,0.9,-0.1,-0.002,-4.4,-0.1,-4.5,-0.7,3526480
marreesespeights,TOT,C,79,3,16.5,3.3,7.4,0.445,0.44799999999999995,1.7,2.2,0.7709999999999999,1.8,3.0,4.9,0.6,0.3,0.7,1.0,2.2,8.3,17.3,0.498,0.3,12.7,22.3,17.4,6.5,1.0,3.3,10.8,25.8,1.1,1.7,2.8,0.10400000000000001,-2.4,-1.1,-3.5,-0.5,3657500
benoudrih,TOT,SG-PG,66,9,22.1,3.2,7.2,0.441,0.47700000000000004,1.3,1.6,0.816,0.5,1.6,2.1,4.6,0.6,0.0,1.6,1.4,8.2,14.2,0.516,0.21600000000000003,2.5,8.2,5.3,32.3,1.5,0.2,17.2,19.3,1.5,0.7,2.2,0.071,-0.5,-2.6,-3.2,-0.4,1272279
maalikwayns,TOT,PG,27,1,7.5,1.0,3.3,0.295,0.335,0.6,0.7,0.895,0.0,0.2,0.3,1.0,0.2,0.0,0.6,1.0,2.8,5.0,0.39399999999999996,0.21600000000000003,0.5,3.5,2.0,20.7,1.6,0.0,13.5,25.4,-0.4,0.1,-0.3,-0.079,-5.6,-5.1,-10.7,-0.4,4640
