fix,Tm,Pos,G,GS,MP,FG,FGA,FG.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS.G,PER,TS.,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,average salary,Year
aarongordon,ORL,SF,80,72,28.7,4.9,10.8,0.45399999999999996,0.499,2.0,2.7,0.7190000000000001,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,14.5,0.53,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2.0,1.7,3.7,0.077,-0.2,-0.4,-0.7,0.8,4504865,2017
ericgordon,HOU,SG,75,15,31.0,5.5,13.5,0.406,0.527,2.0,2.3,0.84,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.2,13.2,0.557,0.172,1.4,8.1,4.7,12.3,1.0,1.4,10.0,22.1,2.5,1.4,3.8,0.079,1.0,-2.4,-1.4,0.4,13221622,2017
marcingortat,WAS,C,82,82,31.2,4.8,8.2,0.579,0.579,1.3,1.9,0.648,2.9,7.5,10.4,1.5,0.5,0.7,1.5,2.6,10.8,15.4,0.593,0.23600000000000002,10.6,26.8,18.7,6.8,0.8,2.0,13.8,14.7,3.9,2.9,6.8,0.127,-0.9,1.2,0.3,1.5,12000000,2017
treveongraham,CHO,SG,27,1,7.0,0.7,1.5,0.475,0.588,0.4,0.6,0.667,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.1,10.6,0.612,0.375,2.9,10.0,6.4,4.7,1.6,0.5,6.0,11.8,0.3,0.2,0.4,0.10800000000000001,-1.5,-1.3,-2.8,0.0,543471,2017
jeriangrant,CHI,PG,63,28,16.3,2.0,4.8,0.425,0.507,1.0,1.2,0.89,0.3,1.5,1.8,1.9,0.7,0.1,0.7,1.5,5.9,13.2,0.555,0.243,1.8,9.9,5.8,17.4,2.3,0.6,11.7,16.0,1.4,1.2,2.5,0.11900000000000001,0.0,-0.3,-0.3,0.4,1643080,2017
dannygreen,SAS,SG,68,68,26.6,2.6,6.6,0.392,0.523,0.4,0.5,0.8440000000000001,0.5,2.8,3.3,1.8,1.0,0.8,1.1,1.8,7.3,10.1,0.537,0.071,2.0,11.8,7.0,9.6,2.0,2.6,14.1,13.5,0.4,3.0,3.4,0.09,-0.3,2.7,2.4,2.0,10000000,2017
draymondgreen,GSW,PF,76,76,32.5,3.6,8.6,0.418,0.48100000000000004,2.0,2.8,0.7090000000000001,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,10.2,16.5,0.522,0.32799999999999996,4.7,20.9,13.3,27.6,3.0,3.4,19.8,16.2,2.8,5.4,8.2,0.16,0.5,5.0,5.4,4.6,16400000,2017
geraldgreen,BOS,SF,47,0,11.4,2.0,4.9,0.409,0.494,0.7,0.9,0.805,0.3,1.4,1.8,0.7,0.2,0.1,0.5,1.0,5.6,11.9,0.524,0.177,3.3,13.9,8.7,9.8,0.8,1.1,9.1,22.7,0.1,0.4,0.6,0.05,-2.0,-2.8,-4.7,-0.4,2328652,2017
jamychalgreen,MEM,PF,77,75,27.3,3.2,6.5,0.5,0.555,1.7,2.2,0.802,2.2,4.9,7.1,1.1,0.6,0.4,1.2,3.2,8.9,13.5,0.601,0.33399999999999996,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,3.2,2.6,5.8,0.132,-0.4,1.1,0.7,1.4,8500000,2017
jeffgreen,ORL,PF,69,11,22.2,3.2,8.1,0.39399999999999996,0.442,2.1,2.4,0.863,0.6,2.5,3.1,1.2,0.5,0.2,1.1,1.5,9.2,10.5,0.505,0.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,0.7,0.022000000000000002,-2.8,-1.8,-4.6,-1.0,2328652,2017
blakegriffin,LAC,PF,61,61,34.0,7.9,15.9,0.493,0.513,5.2,6.9,0.76,1.8,6.3,8.1,4.9,0.9,0.4,2.3,2.6,21.6,22.6,0.569,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28.0,5.4,2.4,7.7,0.179,3.2,1.3,4.4,3.4,34234964,2017
timhardaway,ATL,SG,79,30,27.3,5.3,11.5,0.455,0.537,2.1,2.7,0.7659999999999999,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5,15.2,0.568,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,2.7,2.1,4.8,0.107,1.3,-1.5,-0.3,0.9,17737500,2017
jamesharden,HOU,PG,81,81,36.4,8.3,18.9,0.44,0.525,9.2,10.9,0.847,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1,27.4,0.613,0.575,3.5,20.9,12.2,50.7,2.0,1.0,19.5,34.2,11.5,3.6,15.0,0.245,8.7,1.5,10.1,9.0,29491212,2017
mauriceharkless,POR,SF,77,69,28.9,4.1,8.1,0.503,0.5579999999999999,1.0,1.6,0.621,1.6,2.8,4.4,1.1,1.1,0.9,1.1,2.8,10.0,13.1,0.57,0.19899999999999998,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,2.3,1.9,4.2,0.091,0.0,0.7,0.7,1.5,10500000,2017
montrezlharrell,HOU,C,58,14,18.3,3.9,5.9,0.652,0.654,1.3,2.1,0.628,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,9.1,19.2,0.662,0.35100000000000003,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,3.1,1.0,4.1,0.183,0.8,0.2,0.9,0.8,1045000,2017
devinharris,DAL,PG,65,0,16.7,2.1,5.2,0.39899999999999997,0.484,1.6,2.0,0.8290000000000001,0.2,1.8,2.0,2.1,0.7,0.1,0.9,1.6,6.7,13.8,0.5489999999999999,0.37799999999999995,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,4140721,2017
garyharris,DEN,SG,57,56,31.3,5.6,11.2,0.502,0.586,1.8,2.4,0.7759999999999999,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6,14.9,16.5,0.611,0.21,3.0,8.0,5.5,13.6,1.9,0.3,9.8,18.4,3.9,0.7,4.6,0.124,3.1,-1.6,1.5,1.6,1828154,2017
joeharris,BRK,SG,52,11,21.9,3.0,7.0,0.425,0.5429999999999999,0.7,0.9,0.7140000000000001,0.3,2.5,2.8,1.0,0.6,0.2,1.1,2.3,8.2,9.0,0.5579999999999999,0.135,1.5,12.0,6.8,7.3,1.2,0.5,12.5,16.5,0.1,0.6,0.8,0.032,-1.4,-1.5,-3.0,-0.3,1015838,2017
tobiasharris,DET,PF,82,48,31.3,6.2,13.0,0.48100000000000004,0.532,2.3,2.8,0.841,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.1,16.9,0.568,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,4.0,2.8,6.8,0.128,1.0,0.1,1.2,2.0,16000000,2017
andrewharrison,MEM,PG,72,18,20.5,1.6,5.0,0.325,0.385,2.1,2.7,0.763,0.3,1.6,1.9,2.8,0.7,0.3,1.2,2.7,5.9,8.7,0.47700000000000004,0.539,1.7,9.0,5.3,20.0,1.9,1.4,16.0,16.4,0.0,1.5,1.6,0.051,-2.4,0.0,-2.4,-0.2,994269,2017
gordonhayward,UTA,SF,73,73,34.5,7.5,15.8,0.47100000000000003,0.536,5.0,5.9,0.8440000000000001,0.7,4.7,5.4,3.5,1.0,0.3,1.9,1.6,21.9,22.2,0.595,0.371,2.3,15.4,9.0,18.2,1.5,0.6,9.4,27.6,7.1,3.3,10.4,0.19899999999999998,4.2,0.0,4.2,4.0,31957493,2017
johnhenson,MIL,C,58,39,19.4,2.7,5.3,0.515,0.515,1.3,1.8,0.6920000000000001,1.6,3.5,5.1,1.0,0.5,1.3,0.9,2.6,6.8,15.3,0.55,0.34600000000000003,9.6,20.8,15.3,7.7,1.3,6.1,12.7,16.6,1.2,1.6,2.7,0.11599999999999999,-2.5,2.5,-0.1,0.6,12000000,2017
juanhernangomez,DEN,PF,62,9,13.6,1.6,3.6,0.451,0.5539999999999999,0.9,1.2,0.75,0.7,2.3,3.0,0.5,0.5,0.2,0.5,1.0,4.9,13.4,0.5920000000000001,0.33899999999999997,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,1.2,0.6,1.8,0.10400000000000001,-0.1,-1.2,-1.3,0.1,2076880,2017
willyhernangomez,NYK,C,72,22,18.4,3.4,6.5,0.529,0.5329999999999999,1.3,1.7,0.728,2.4,4.6,7.0,1.3,0.6,0.5,1.4,2.1,8.2,19.0,0.564,0.26899999999999996,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,3.4,0.12300000000000001,-0.6,0.6,0.0,0.7,1466125,2017
mariohezonja,ORL,SF,65,2,14.8,1.8,5.1,0.355,0.42,0.6,0.8,0.8,0.3,1.9,2.2,1.0,0.5,0.2,0.9,1.1,4.9,7.2,0.45,0.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,-1.4,0.8,-0.7,-0.033,-4.8,-0.9,-5.7,-0.9,3909880,2017
nenehilario,HOU,C,67,8,17.9,3.7,5.9,0.617,0.621,1.7,2.9,0.589,1.4,2.8,4.2,1.0,0.8,0.6,1.1,2.4,9.1,18.9,0.63,0.496,8.6,17.0,12.8,8.6,2.2,2.6,13.1,19.7,2.5,1.6,4.1,0.165,-0.4,0.8,0.5,0.7,3651480,2017
georgehill,UTA,PG,49,49,31.5,5.9,12.4,0.47700000000000004,0.5539999999999999,3.2,4.0,0.8009999999999999,0.5,2.9,3.4,4.2,1.0,0.2,1.7,2.3,16.9,19.3,0.599,0.32299999999999995,1.8,10.5,6.2,22.8,1.7,0.6,10.9,23.5,4.0,1.9,5.9,0.182,3.9,-0.2,3.6,2.2,19000000,2017
solomonhill,NOP,SF,80,71,29.7,2.3,6.0,0.38299999999999995,0.48100000000000004,1.3,1.6,0.805,0.6,3.2,3.8,1.8,0.9,0.4,1.0,2.3,7.0,8.0,0.527,0.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,2.7,0.055,-1.8,1.5,-0.3,1.0,12000000,2017
jrueholiday,NOP,PG,67,61,32.7,6.0,13.3,0.45399999999999996,0.51,1.8,2.5,0.708,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2.0,15.4,17.1,0.532,0.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.3,2.6,3.8,0.084,1.2,0.5,1.7,2.0,26361000,2017
justinholiday,NYK,SG,82,4,20.0,2.8,6.6,0.433,0.523,0.8,1.0,0.825,0.3,2.4,2.7,1.2,0.8,0.4,0.8,1.3,7.7,12.7,0.5489999999999999,0.149,1.8,13.1,7.4,9.2,2.0,1.5,10.3,16.9,1.3,1.2,2.5,0.073,-0.3,-0.8,-1.1,0.4,4500000,2017
rondaehollisjefferson,BRK,SF,78,50,22.6,3.0,6.9,0.434,0.447,2.4,3.2,0.7509999999999999,1.2,4.6,5.8,2.0,1.1,0.6,1.5,2.3,8.7,13.7,0.517,0.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,0.4,2.2,2.6,0.07,-2.9,1.9,-1.0,0.4,1395600,2017
richaunholmes,PHI,C,57,17,20.9,4.0,7.2,0.5579999999999999,0.591,1.3,1.8,0.6990000000000001,1.6,3.8,5.5,1.0,0.7,1.0,1.0,2.4,9.8,18.6,0.611,0.25,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,2.2,1.6,3.8,0.151,0.2,1.5,1.7,1.1,1038249,2017
rodneyhood,UTA,SG,59,55,27.0,4.6,11.3,0.408,0.494,1.5,1.9,0.7829999999999999,0.3,3.2,3.4,1.6,0.6,0.2,1.1,2.2,12.7,12.4,0.522,0.17300000000000001,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,0.7,1.9,2.6,0.078,-0.3,-0.9,-1.2,0.3,1608046,2017
alhorford,BOS,C,68,68,32.3,5.6,11.8,0.473,0.527,1.6,2.0,0.8,1.4,5.4,6.8,5.0,0.8,1.3,1.7,2.0,14.0,17.7,0.5529999999999999,0.16899999999999998,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,3.6,2.7,6.3,0.138,1.0,2.0,3.1,2.8,28331557,2017
dwighthoward,ATL,C,74,74,29.7,5.2,8.3,0.633,0.633,3.1,5.7,0.5329999999999999,4.0,8.7,12.7,1.4,0.9,1.2,2.3,2.7,13.5,20.8,0.627,0.6920000000000001,15.0,31.7,23.5,7.8,1.4,3.6,17.5,19.2,3.8,4.5,8.3,0.18100000000000002,-0.5,2.8,2.3,2.4,23500000,2017
krishumphries,ATL,PF,56,4,12.3,1.6,3.8,0.40700000000000003,0.451,1.1,1.5,0.78,1.1,2.6,3.7,0.5,0.3,0.4,0.5,1.2,4.6,13.6,0.514,0.38299999999999995,9.7,23.0,16.4,6.4,1.1,2.6,10.1,17.6,0.6,1.1,1.6,0.115,-3.0,0.3,-2.7,-0.1,2328652,2017
andreiguodala,GSW,SF,76,0,26.3,2.9,5.5,0.528,0.605,0.9,1.3,0.706,0.7,3.3,4.0,3.4,1.0,0.5,0.8,1.3,7.6,14.3,0.624,0.24600000000000002,3.0,13.1,8.3,16.7,1.8,1.5,11.2,11.2,4.1,2.9,6.9,0.16699999999999998,1.3,1.7,3.0,2.5,16000000,2017
joeingles,UTA,SF,82,26,24.0,2.5,5.5,0.452,0.589,0.6,0.8,0.735,0.3,2.9,3.2,2.7,1.2,0.1,1.3,2.0,7.1,12.4,0.604,0.151,1.4,13.6,7.6,17.2,2.6,0.3,18.2,13.9,2.0,3.0,5.0,0.12300000000000001,0.9,1.8,2.7,2.3,13000000,2017
brandoningram,LAL,SF,79,40,28.8,3.5,8.7,0.402,0.442,1.7,2.7,0.621,0.8,3.2,4.0,2.1,0.6,0.5,1.5,2.0,9.4,8.5,0.474,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1.0,0.7,-0.3,-0.006999999999999999,-3.1,-0.7,-3.8,-1.1,5400540,2017
kyrieirving,CLE,PG,72,72,35.1,9.3,19.7,0.473,0.535,4.1,4.6,0.905,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,25.2,23.0,0.58,0.231,2.3,7.5,5.0,29.7,1.6,0.8,10.3,30.8,7.4,1.5,8.9,0.17,4.8,-2.3,2.5,2.9,18868625,2017
reggiejackson,DET,PG,52,50,27.4,5.5,13.0,0.419,0.46799999999999997,2.3,2.6,0.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5,14.9,0.51,0.201,1.5,7.4,4.4,30.3,1.2,0.3,13.4,26.4,0.8,1.2,1.9,0.065,0.6,-2.0,-1.4,0.2,16000000,2017
lebronjames,CLE,SF,74,74,37.8,9.9,18.2,0.5479999999999999,0.594,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,27.0,0.619,0.395,4.0,20.7,12.6,41.3,1.6,1.3,16.1,30.0,9.8,3.0,12.9,0.221,6.8,1.6,8.4,7.3,33285709,2017
aljefferson,IND,C,66,1,14.1,3.6,7.1,0.499,0.499,1.0,1.3,0.765,1.1,3.1,4.2,0.9,0.3,0.2,0.5,1.9,8.1,18.9,0.526,0.18,9.2,24.2,16.8,11.0,1.0,1.5,6.1,26.1,1.2,1.1,2.3,0.11900000000000001,-1.5,-1.5,-3.1,-0.2,10000000,2017
richardjefferson,CLE,SF,79,13,20.4,1.9,4.3,0.446,0.536,1.0,1.4,0.741,0.4,2.2,2.6,1.0,0.3,0.1,0.7,1.9,5.7,8.3,0.574,0.315,2.0,11.6,6.9,6.6,0.8,0.5,11.8,12.2,1.3,0.8,2.1,0.063,-1.4,-1.0,-2.4,-0.2,2537500,2017
jonasjerebko,BOS,PF,78,6,15.8,1.5,3.4,0.435,0.521,0.3,0.5,0.703,0.8,2.7,3.5,0.9,0.3,0.2,0.5,1.6,3.8,9.3,0.537,0.141,5.4,19.1,12.3,8.1,1.0,1.1,12.3,11.4,0.8,1.3,2.1,0.08,-2.4,0.3,-2.1,0.0,4100000,2017
amirjohnson,BOS,PF,80,77,20.1,2.7,4.6,0.5760000000000001,0.612,0.8,1.3,0.67,1.5,3.1,4.6,1.8,0.6,0.8,1.0,2.6,6.5,15.0,0.628,0.27,8.3,17.0,12.7,13.0,1.6,3.2,15.7,13.6,2.9,2.1,5.0,0.149,-0.2,2.4,2.2,1.7,11000000,2017
jamesjohnson,MIA,PF,76,5,27.4,4.8,10.1,0.479,0.535,2.0,2.8,0.7070000000000001,0.9,4.1,4.9,3.6,1.0,1.1,2.3,2.6,12.8,17.0,0.564,0.28,3.5,16.6,10.0,20.9,1.8,3.2,16.5,22.0,1.9,3.2,5.1,0.11699999999999999,0.5,2.3,2.8,2.5,14431700,2017
joejohnson,UTA,SF,78,14,23.6,3.5,8.0,0.436,0.521,0.8,1.0,0.818,0.4,2.7,3.1,1.8,0.5,0.2,0.9,1.2,9.2,12.8,0.542,0.12300000000000001,2.1,12.8,7.6,12.6,1.0,0.8,9.5,18.5,1.7,2.1,3.8,0.099,-0.2,-0.1,-0.3,0.8,10752500,2017
stanleyjohnson,DET,SF,77,1,17.8,1.7,4.7,0.353,0.415,0.5,0.7,0.679,0.5,2.0,2.5,1.4,0.7,0.3,0.9,1.6,4.4,7.2,0.436,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.4,0.012,-3.8,1.8,-2.0,0.0,2969880,2017
tylerjohnson,MIA,PG,73,0,29.8,4.9,11.3,0.433,0.49,2.7,3.5,0.768,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,15.9,0.535,0.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,3.1,2.7,5.8,0.128,0.7,0.8,1.5,1.9,12500000,2017
wesleyjohnson,LAC,SF,68,3,11.9,1.1,2.9,0.365,0.43799999999999994,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.2,2.7,8.4,0.44799999999999995,0.085,3.7,20.8,12.5,3.9,1.8,3.0,8.0,12.5,-0.3,1.2,0.9,0.051,-3.4,1.6,-1.8,0.0,5881260,2017
nikolajokic,DEN,C,73,59,27.9,6.8,11.7,0.578,0.605,2.6,3.1,0.825,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,16.7,26.3,0.64,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,7.7,2.0,9.7,0.228,6.2,2.2,8.4,5.3,1358500,2017
derrickjones,PHO,SF,32,8,17.0,2.1,3.8,0.562,0.574,0.9,1.3,0.7070000000000001,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3,12.0,0.604,0.33899999999999997,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-0.5,-0.6,-1.1,0.1,1133678,2017
tyusjones,MIN,PG,60,0,12.9,1.3,3.0,0.414,0.486,0.6,0.7,0.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5,13.8,0.523,0.23800000000000002,1.5,8.7,5.0,28.0,3.1,0.6,16.0,13.6,1.0,0.6,1.5,0.096,-0.4,-1.5,-1.8,0.0,1339720,2017
deandrejordan,LAC,C,81,81,31.7,5.1,7.1,0.7140000000000001,0.7140000000000001,2.5,5.2,0.48200000000000004,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7,21.8,0.6729999999999999,0.737,13.3,34.6,24.2,5.7,1.0,4.3,13.1,15.3,7.2,4.6,11.8,0.221,1.0,3.0,4.1,3.9,21904013,2017
coryjoseph,TOR,PG,80,22,25.0,3.7,8.3,0.452,0.489,1.2,1.5,0.77,0.6,2.3,2.9,3.3,0.8,0.2,1.4,1.8,9.3,13.2,0.518,0.185,2.9,10.4,6.6,20.0,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.08199999999999999,-0.4,-0.4,-0.8,0.6,7472500,2017
frankkaminsky,CHO,C,75,16,26.1,4.3,10.7,0.39899999999999997,0.47100000000000003,1.6,2.1,0.7559999999999999,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9,11.7,13.0,0.502,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8.0,21.8,0.4,1.9,2.3,0.055999999999999994,-0.8,-0.8,-1.5,0.2,2730040,2017
eneskanter,OKC,C,72,0,21.3,5.6,10.2,0.545,0.5489999999999999,3.1,4.0,0.7859999999999999,2.7,4.0,6.7,0.9,0.4,0.5,1.7,2.1,14.3,23.7,0.599,0.387,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,4.0,1.8,5.8,0.183,0.6,-1.9,-1.2,0.3,17515007,2017
michaelkiddgilchrist,CHO,SF,81,81,29.0,3.6,7.6,0.47700000000000004,0.478,1.9,2.4,0.784,1.9,5.0,7.0,1.4,1.0,1.0,0.7,2.3,9.2,14.3,0.528,0.314,7.3,19.3,13.2,7.4,1.7,2.9,7.4,14.6,2.7,3.1,5.8,0.11900000000000001,-2.0,2.2,0.2,1.3,13000000,2017
seankilpatrick,BRK,SG,70,24,25.1,4.4,10.5,0.415,0.486,2.9,3.5,0.843,0.3,3.7,4.0,2.2,0.6,0.1,1.9,1.7,13.1,13.1,0.546,0.32899999999999996,1.3,15.4,8.4,14.6,1.2,0.3,13.8,23.8,0.4,1.1,1.4,0.04,-1.2,-1.8,-3.0,-0.4,750951,2017
brandonknight,PHO,SG,54,5,21.1,3.9,9.7,0.39799999999999996,0.441,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11.0,12.4,0.502,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25.0,0.1,0.2,0.3,0.015,-1.4,-3.0,-4.5,-0.7,14000000,2017
kostakoufos,SAC,C,71,62,20.0,3.0,5.5,0.551,0.551,0.5,0.9,0.613,1.7,4.0,5.7,0.7,0.5,0.7,0.9,2.4,6.6,13.8,0.56,0.158,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,0.08900000000000001,-2.6,0.7,-1.9,0.0,8219750,2017
mindaugaskuzminskas,NYK,SF,68,5,14.9,2.3,5.4,0.428,0.501,0.8,1.0,0.809,0.7,1.2,1.9,1.0,0.4,0.2,0.8,1.2,6.3,12.4,0.5329999999999999,0.184,5.0,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.055,-0.2,-2.5,-2.7,-0.2,2961518,2017
skallabissiere,SAC,PF,33,12,18.5,3.5,6.6,0.537,0.544,1.6,2.2,0.703,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8,16.8,0.5770000000000001,0.33899999999999997,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-1.7,-0.9,-2.6,-0.1,1215540,2017
jeremylamb,CHO,SG,62,5,18.4,3.6,7.9,0.46,0.502,1.8,2.1,0.853,0.5,3.8,4.3,1.2,0.4,0.4,0.6,1.6,9.7,17.0,0.55,0.263,2.9,22.6,12.7,11.3,1.2,1.8,6.8,23.2,1.4,1.3,2.7,0.115,-0.8,-0.9,-1.7,0.1,7000000,2017
zachlavine,MIN,SG,47,47,37.2,6.9,15.1,0.45899999999999996,0.544,2.5,3.0,0.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9,14.6,0.5760000000000001,0.19699999999999998,1.2,9.5,5.3,12.6,1.2,0.5,9.9,21.7,2.6,0.4,3.0,0.08199999999999999,2.2,-2.4,-0.3,0.8,2411825,2017
jakelayman,POR,SF,35,1,7.1,0.7,2.5,0.292,0.365,0.4,0.5,0.765,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2,4.9,0.40399999999999997,0.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,-0.4,0.1,-0.3,-0.054000000000000006,-4.7,-2.7,-7.4,-0.3,851837,2017
courtneylee,NYK,SG,77,74,31.9,4.2,9.1,0.456,0.5329999999999999,1.1,1.3,0.867,0.7,2.7,3.4,2.3,1.1,0.3,0.9,1.8,10.8,12.2,0.5589999999999999,0.139,2.3,9.0,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,0.081,0.6,-0.7,-0.1,1.1,12000835,2017
alexlen,PHO,C,77,34,20.3,3.0,6.0,0.49700000000000005,0.5,1.9,2.7,0.721,2.0,4.6,6.6,0.6,0.5,1.3,1.3,3.1,8.0,15.0,0.5529999999999999,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3.0,0.091,-3.0,1.3,-1.7,0.1,4187598,2017
kawhileonard,SAS,SF,74,74,33.4,8.6,17.7,0.485,0.541,6.3,7.2,0.88,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5,27.6,0.61,0.406,3.7,15.7,9.8,18.9,2.7,1.8,9.1,31.1,8.9,4.7,13.6,0.264,6.4,1.5,7.9,6.2,18868625,2017
meyersleonard,POR,PF,74,12,16.5,2.0,5.1,0.386,0.484,0.5,0.5,0.875,0.4,2.8,3.2,1.0,0.2,0.4,0.5,2.3,5.4,8.9,0.507,0.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,0.5,0.8,1.4,0.053,-2.1,-1.3,-3.3,-0.4,10250000,2017
jonleuer,DET,PF,75,34,25.9,4.1,8.6,0.48,0.518,1.3,1.5,0.867,1.4,4.0,5.4,1.5,0.4,0.3,0.9,1.9,10.2,14.2,0.551,0.175,5.5,17.5,11.3,8.6,0.8,1.1,8.7,17.3,2.5,2.0,4.5,0.11199999999999999,-0.4,0.5,0.1,1.0,10500000,2017
carislevert,BRK,SF,57,26,21.7,3.0,6.7,0.45,0.528,1.2,1.6,0.72,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,8.2,12.3,0.556,0.245,2.0,13.9,8.0,13.7,1.9,0.5,12.3,16.6,0.8,1.0,1.8,0.07,-0.7,-0.4,-1.1,0.3,1597380,2017
damianlillard,POR,PG,75,75,35.9,8.8,19.8,0.444,0.516,6.5,7.3,0.895,0.6,4.3,4.9,5.9,0.9,0.3,2.6,2.0,27.0,24.1,0.586,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,10.4,0.185,6.4,-2.0,4.3,4.3,27977689,2017
jeremylin,BRK,PG,36,33,24.5,4.9,11.1,0.43799999999999994,0.51,3.2,3.9,0.816,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,14.5,19.2,0.5660000000000001,0.353,1.3,14.7,8.1,35.5,2.3,1.2,15.7,26.6,1.3,0.8,2.1,0.11599999999999999,2.5,-0.4,2.2,0.9,12766667,2017
shaunlivingston,GSW,PG,76,3,17.7,2.3,4.2,0.547,0.5489999999999999,0.6,0.8,0.7,0.4,1.6,2.0,1.8,0.5,0.3,0.8,1.6,5.1,10.1,0.568,0.19,2.4,9.4,6.2,13.5,1.4,1.2,15.3,13.0,1.1,1.6,2.6,0.09300000000000001,-2.5,0.5,-2.0,0.0,7897436,2017
kevonlooney,GSW,C,53,4,8.4,1.1,2.0,0.523,0.5329999999999999,0.4,0.6,0.618,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,2.5,13.6,0.5529999999999999,0.318,11.5,18.5,15.2,8.5,1.6,3.0,12.2,13.4,0.7,0.8,1.4,0.155,-1.4,1.8,0.4,0.3,1182880,2017
