"","player","i","pos","age","team","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","avg_salary","contract_year"
"1779","Ian Clark",2017,"SG",25,"GSW",77,0,14.8,2.7,5.6,0.487,0.8,2.1,0.374,1.9,3.5,0.556,0.558,0.6,0.8,0.759,0.3,1.3,1.2,0.5,0.1,0.7,1,6.8,1137,13.1,0.575,0.376,0.134,2.3,9,11.2,1.7,0.6,10.7,19.5,1,1.3,2.3,0.099,-0.6,-1.4,0,1015696,1
"1780","Ian Clark",2018,"SG",26,"NOP",74,2,19.7,3,6.7,0.448,0.8,2.6,0.318,2.2,4.1,0.533,0.511,0.6,0.8,0.763,0.1,1.6,1.5,0.4,0.1,0.8,1.6,7.4,1455,9.4,0.529,0.394,0.119,0.8,8.4,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037,-2,-2,-0.7,1577230,0
"1781","Ian Mahinmi",2012,"C",25,"DAL",61,12,18.7,2.1,3.9,0.546,0,0,0,2.1,3.9,0.549,0.546,1.5,2.4,0.639,1.8,3,0.2,0.6,0.5,0.8,2.9,5.8,1139,13.5,0.585,0.004,0.618,10.7,17.7,1.7,1.8,2.2,14.2,14.4,1.7,1.7,3.4,0.144,-1.9,0.8,0.2,823244,1
"1782","Ian Mahinmi",2013,"C",26,"IND",80,2,16.5,1.9,4.1,0.453,0,0,0,1.9,4.1,0.456,0.453,1.3,2.1,0.608,1.4,2.5,0.3,0.5,0.8,1.2,2.5,5,1322,10.6,0.497,0.006,0.52,9.9,16.2,3.3,1.6,3.7,18.5,17.1,-0.4,2.6,2.3,0.083,-4.7,2,-0.2,4000000,0
"1783","Ian Mahinmi",2014,"C",27,"IND",77,1,16.2,1.2,2.5,0.481,0,0,0,1.2,2.4,0.484,0.481,1.2,1.9,0.621,1.4,1.9,0.3,0.5,0.9,0.8,2.7,3.5,1248,10.2,0.538,0.005,0.767,10.1,12.9,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-3.3,3.6,0.7,4000000,0
"1784","Ian Mahinmi",2015,"C",28,"IND",61,6,18.8,1.9,3.5,0.552,0,0,NA,1.9,3.5,0.552,0.552,0.5,1.7,0.304,1.7,4.1,0.5,0.5,0.8,1,2.8,4.3,1146,10.8,0.516,0,0.481,10.2,24,4.4,1.3,3.1,18.7,12.5,0.1,2,2.1,0.09,-3.8,2.6,0.2,4000000,0
"1785","Ian Mahinmi",2016,"C",29,"IND",71,71,25.6,3.7,6.3,0.589,0,0,NA,3.7,6.3,0.589,0.589,1.9,3.2,0.587,1.9,5.2,1.5,0.9,1.1,1.4,3.1,9.3,1816,16.6,0.603,0,0.502,8.3,22.1,8.9,1.8,3.3,15.5,15.7,2.9,3.3,6.2,0.163,-0.9,3.3,2,4000000,1
"1786","Ian Mahinmi",2017,"C",30,"WAS",31,0,17.9,2.1,3.6,0.586,0,0,NA,2.1,3.6,0.586,0.586,1.4,2.4,0.573,1.5,3.3,0.6,1.1,0.8,1.1,2.9,5.6,555,14.1,0.601,0,0.676,9.6,20.8,4.7,2.9,3.6,19.1,14,0.5,0.9,1.4,0.123,-2.1,2.9,0.4,16000000,0
"1787","Ian Mahinmi",2018,"C",31,"WAS",77,0,14.9,1.8,3.2,0.556,0,0,0,1.8,3.2,0.561,0.556,1.2,1.7,0.703,1.8,2.3,0.7,0.5,0.5,1.3,3,4.8,1145,12.2,0.601,0.008,0.516,13.4,17.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.093,-2.3,1.6,0.4,16000000,0
"1788","Ike Anigbogu",2018,"C",19,"IND",11,0,2.7,0.4,0.8,0.444,0,0,NA,0.4,0.8,0.444,0.444,0.5,0.5,0.833,0.5,0.4,0,0.1,0.3,0.2,0.1,1.2,30,21.6,0.558,0,0.667,19,15,0,1.7,8.9,14.7,20.3,0.1,0,0.1,0.165,-4.1,-1.2,0,1315587,0
"1789","Iman Shumpert",2012,"PG",21,"NYK",59,35,28.9,3.6,9.1,0.401,0.8,2.7,0.306,2.8,6.4,0.44,0.446,1.5,1.8,0.798,0.7,2.4,2.8,1.7,0.1,1.9,2.9,9.5,1705,10.8,0.484,0.294,0.204,2.8,9.9,15.6,3.1,0.4,16,18.2,-0.1,2.5,2.4,0.068,-1.3,1.4,0.9,1879324,0
"1790","Iman Shumpert",2013,"SG",22,"NYK",45,45,22.1,2.4,6.1,0.396,1.1,2.8,0.402,1.3,3.3,0.392,0.489,0.8,1,0.766,0.7,2.3,1.7,1,0.2,0.8,2.2,6.8,996,11.7,0.516,0.462,0.171,3.5,12.8,11.6,2.3,0.6,11.1,15.6,1,1,1.9,0.094,0.2,0.4,0.7,1879324,0
"1791","Iman Shumpert",2014,"SG",23,"NYK",74,58,26.5,2.5,6.5,0.378,1,3.1,0.333,1.4,3.5,0.418,0.457,0.7,1,0.746,1.1,3.1,1.7,1.2,0.2,1.1,2.8,6.7,1962,9.6,0.48,0.471,0.147,4.7,14,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,0.9,1879324,0
"1792","Iman Shumpert",2015,"SG",24,"CLE",38,1,24.2,2.8,6.7,0.41,1.2,3.4,0.338,1.6,3.3,0.484,0.496,0.5,0.7,0.667,0.9,2.9,1.5,1.3,0.3,1.3,1.9,7.2,920,11.1,0.508,0.508,0.105,4.2,13.5,9.3,2.9,1.1,15.5,15.6,0.1,1.1,1.2,0.065,-0.7,1.3,0.6,1879324,1
"1793","Iman Shumpert",2015,"SG",24,"NYK",24,24,26,3.7,9,0.409,1,2.8,0.348,2.7,6.2,0.436,0.463,1,1.5,0.676,0.9,2.5,3.3,1.3,0.1,1.8,2.8,9.3,625,11.9,0.484,0.307,0.172,4,11.2,21.3,2.5,0.4,15.4,20.1,-0.1,0.3,0.3,0.02,-0.8,-1.1,0,1879324,1
"1794","Iman Shumpert",2015,"SG",24,"TOT",62,25,24.9,3.1,7.6,0.41,1.1,3.2,0.342,2,4.4,0.458,0.481,0.7,1,0.672,0.9,2.7,2.2,1.3,0.3,1.5,2.2,8,1545,11.4,0.497,0.416,0.136,4.1,12.6,14.2,2.7,0.8,15.4,17.4,0.1,1.4,1.5,0.047,-0.7,0.3,0.6,1879324,1
"1795","Iman Shumpert",2016,"SG",25,"CLE",54,5,24.4,2.1,5.6,0.374,0.8,2.7,0.295,1.3,2.9,0.447,0.444,0.7,0.9,0.784,0.6,3.2,1.7,1,0.4,1.1,2.2,5.8,1316,8.4,0.475,0.479,0.167,2.8,14.6,9.8,2.1,1.2,14.8,13.2,-0.1,1.8,1.7,0.063,-2.1,1.9,0.6,10000000,0
"1796","Iman Shumpert",2017,"SG",26,"CLE",76,31,25.5,2.6,6.4,0.411,1.2,3.4,0.36,1.4,3,0.469,0.507,0.9,1.2,0.789,0.5,2.4,1.4,0.8,0.4,1,2,7.5,1937,9,0.536,0.534,0.184,2.3,9.9,7.8,1.6,1.1,12.9,14,0.7,1.4,2,0.05,-1.3,0,0.3,10000000,0
"1797","Iman Shumpert",2018,"SG",27,"CLE",14,6,19.7,1.6,4.1,0.379,0.5,1.9,0.269,1.1,2.3,0.469,0.44,0.8,1.1,0.733,0.5,2.4,1.2,0.6,0.3,1.1,1.6,4.4,276,6.4,0.48,0.448,0.259,2.9,13.6,8.1,1.6,1.2,19.9,12.9,-0.2,0.2,0,-0.006,-3.9,-0.1,-0.1,10000000,0
"1799","Isaiah Canaan",2014,"PG",22,"HOU",22,0,11.5,1.4,4,0.356,0.8,2.5,0.327,0.6,1.5,0.406,0.46,1,1.3,0.724,0.3,0.8,1,0.4,0.2,1,1.1,4.6,252,9.5,0.506,0.632,0.333,3.3,7.1,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2.1,-0.1,778091,0
"1800","Isaiah Canaan",2015,"PG",23,"TOT",47,21,20,3.1,8,0.386,1.9,5.2,0.37,1.2,2.8,0.417,0.507,1,1.3,0.817,0.4,1.5,2.1,0.6,0.1,1.3,1.8,9.2,938,12.4,0.534,0.651,0.159,2.1,8.3,18.7,1.5,0.3,13.3,21.6,0.8,0.7,1.4,0.072,0.7,-2.9,-0.1,778091,0
"1801","Isaiah Canaan",2015,"PG",23,"HOU",25,9,14.8,2.1,5.2,0.405,1.3,3.4,0.381,0.8,1.9,0.447,0.527,0.6,0.8,0.762,0.4,0.9,1.2,0.6,0,0.9,1.1,6.2,369,11.8,0.549,0.641,0.16,3.3,6.6,12.6,1.9,0,14.1,19.2,0.3,0.3,0.6,0.084,0,-2.3,0,778091,0
"1802","Isaiah Canaan",2015,"PG",23,"PHI",22,12,25.9,4.2,11.2,0.377,2.7,7.4,0.364,1.5,3.9,0.4,0.496,1.5,1.8,0.846,0.3,2.1,3.1,0.7,0.1,1.8,2.5,12.6,569,12.8,0.526,0.656,0.158,1.3,9.4,22.7,1.3,0.4,12.9,23.2,0.4,0.3,0.8,0.065,1.1,-3.3,0,778091,0
"1803","Isaiah Canaan",2016,"SG",24,"PHI",77,39,25.5,3.4,9.4,0.36,2.3,6.3,0.363,1.1,3.1,0.354,0.482,1.9,2.3,0.833,0.3,2,1.8,0.7,0.2,1.2,1.7,11,1966,11.1,0.528,0.672,0.249,1.1,8.8,11.3,1.4,0.5,10.2,19.9,0.9,0.5,1.4,0.035,0.2,-2.9,-0.4,778091,1
"1804","Isaiah Canaan",2017,"SG",25,"CHI",39,0,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1,2,0.481,0.436,0.8,0.8,0.909,0.2,1.1,0.9,0.6,0,0.5,0.9,4.6,592,8.1,0.483,0.543,0.191,1.1,8.1,9,1.9,0.1,10.1,15.4,0,0.6,0.5,0.042,-2.3,-1.1,-0.2,1051721,1
"1805","Isaiah Canaan",2018,"PG-SG",26,"TOT",20,1,21.1,2.6,6.9,0.38,1.1,3.3,0.333,1.5,3.6,0.423,0.46,2.3,2.6,0.902,0.3,2,3.8,0.8,0.1,1.5,1.8,8.6,422,13.5,0.539,0.482,0.372,1.5,10,26.7,1.8,0.2,15.4,18.9,0.5,0.1,0.6,0.072,0.1,-2.5,0,1577230,0
"1806","Isaiah Canaan",2018,"SG",26,"HOU",1,0,4,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,4,-7.3,0,0,0,0,27.9,0,0,0,0,11,0,0,0,-0.224,-17.3,-3.9,0,1577230,0
"1807","Isaiah Canaan",2018,"PG",26,"PHO",19,1,22,2.7,7.2,0.382,1.2,3.5,0.333,1.6,3.7,0.429,0.463,2.4,2.7,0.902,0.3,2,4,0.8,0.1,1.5,1.9,9.1,418,13.7,0.543,0.485,0.375,1.5,9.9,26.9,1.8,0.2,15.5,19,0.5,0.1,0.7,0.075,0.3,-2.5,0,1577230,0
"1808","Isaiah Hicks",2018,"PF",23,"NYK",18,0,13.3,1.8,4,0.458,0.1,0.5,0.222,1.7,3.5,0.492,0.472,0.7,1,0.667,0.6,1.7,0.9,0.1,0.2,0.9,2.5,4.4,240,6.8,0.501,0.125,0.25,4.6,14.3,9.5,0.4,1.4,16.7,17.4,-0.1,0.1,0,-0.003,-4.3,-1.4,-0.2,815615,0
"1809","Isaiah Taylor",2017,"PG",22,"HOU",4,0,13,0.3,1.8,0.143,0,0.5,0,0.3,1.3,0.2,0.143,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.3,0,1.5,0.8,52,0.3,0.19,0.286,0.286,2.1,4.2,7.1,0.9,1.6,0,6.4,-0.1,0,0,-0.028,-6.4,-0.1,-0.1,1000474,0
"1810","Isaiah Taylor",2018,"PG",23,"ATL",67,9,17.4,2.4,5.8,0.418,0.3,1.2,0.25,2.1,4.6,0.461,0.444,1.5,2.1,0.702,0.3,1.1,3.1,0.5,0.1,1.3,1.7,6.6,1167,10.9,0.492,0.205,0.362,2.1,6.9,27,1.4,0.7,15.7,20.1,0.2,0.5,0.6,0.027,-2.9,-2.5,-1,1000474,0
"1811","Isaiah Thomas",2012,"PG",22,"SAC",65,37,25.5,3.9,8.8,0.448,1.3,3.4,0.379,2.7,5.4,0.491,0.521,2.4,2.8,0.832,0.7,1.8,4.1,0.8,0.1,1.6,1.9,11.5,1656,17.6,0.574,0.384,0.324,3,8.4,25.6,1.6,0.4,13.9,19.8,4.2,0,4.3,0.124,3.2,-2.7,1.1,706697,0
"1812","Isaiah Thomas",2013,"PG",23,"SAC",79,62,26.9,4.6,10.5,0.44,1.5,4.1,0.358,3.2,6.5,0.491,0.509,3.2,3.6,0.882,0.4,1.7,4,0.8,0,1.8,2.1,13.9,2122,17.5,0.574,0.386,0.345,1.5,7.3,24.6,1.6,0.1,12.7,23,5.2,-0.1,5,0.114,3.5,-3.7,1,706697,0
"1813","Isaiah Thomas",2014,"PG",24,"SAC",72,54,34.7,6.9,15.2,0.453,1.8,5.1,0.349,5.1,10.2,0.504,0.51,4.8,5.7,0.85,0.7,2.3,6.3,1.3,0.1,3,2.6,20.3,2497,20.5,0.574,0.332,0.371,2.1,7.5,32.2,1.9,0.3,14.3,26.3,6.4,1.3,7.7,0.149,5,-2.1,3.1,706697,1
"1814","Isaiah Thomas",2015,"PG",25,"BOS",21,0,26,5.6,13.6,0.411,2.3,6.6,0.345,3.3,7,0.473,0.495,5.6,6.5,0.861,0.3,1.8,5.4,0.6,0,2.6,2.1,19,545,22.3,0.579,0.488,0.481,1.4,7.5,35.2,1.1,0,13.5,32.1,1.8,0.3,2.1,0.185,6.4,-3.9,0.6,6750001,0
"1815","Isaiah Thomas",2015,"PG",25,"PHO",46,1,25.7,4.7,11.1,0.426,1.8,4.5,0.391,3,6.6,0.449,0.505,4,4.6,0.872,0.6,1.8,3.7,1,0.1,1.9,2.3,15.2,1181,19.7,0.579,0.404,0.412,2.4,7.8,23.6,1.9,0.3,12.8,25.8,3.2,0.7,4,0.162,3.8,-2.3,1,6750001,0
"1816","Isaiah Thomas",2015,"PG",25,"TOT",67,1,25.8,5,11.9,0.42,1.9,5.2,0.373,3.1,6.7,0.457,0.501,4.5,5.2,0.868,0.5,1.8,4.2,0.9,0.1,2.1,2.2,16.4,1726,20.6,0.579,0.434,0.437,2.1,7.7,27.2,1.6,0.2,13.1,27.8,5,1.1,6.1,0.169,4.6,-2.8,1.6,6750001,0
"1817","Isaiah Thomas",2016,"PG",26,"BOS",82,79,32.2,7.2,16.9,0.428,2,5.7,0.359,5.2,11.2,0.462,0.488,5.8,6.6,0.871,0.6,2.4,6.2,1.1,0.1,2.7,2,22.2,2644,21.5,0.562,0.336,0.394,1.8,8,32.7,1.7,0.3,11.9,29.6,7.2,2.5,9.7,0.177,5,-2,3.3,6750001,0
"1818","Isaiah Thomas",2017,"PG",27,"BOS",76,76,33.8,9,19.4,0.463,3.2,8.5,0.379,5.8,10.9,0.528,0.546,7.8,8.5,0.909,0.6,2.1,5.9,0.9,0.2,2.8,2.2,28.9,2569,26.5,0.625,0.439,0.441,1.9,7,32.5,1.4,0.4,10.7,34,10.9,1.6,12.5,0.234,8.7,-3.3,4.8,6750001,0
"1819","Isaiah Thomas",2018,"PG",28,"LAL",17,1,26.8,5.1,13.4,0.383,1.9,5.9,0.327,3.2,7.4,0.429,0.456,3.4,3.7,0.921,0.6,1.5,5,0.4,0.1,3.2,1.9,15.6,456,12.8,0.52,0.445,0.278,2.4,6,28.8,0.6,0.2,17.5,28.7,0,0.2,0.2,0.024,-0.4,-4.2,-0.3,6750001,0
"1820","Isaiah Thomas",2018,"PG",28,"CLE",15,14,27.1,4.7,12.9,0.361,1.5,5.8,0.253,3.2,7.1,0.449,0.418,3.9,4.5,0.868,0.5,1.6,4.5,0.6,0.1,2.7,1.7,14.7,406,12.3,0.493,0.448,0.351,2,6.5,25.1,1.1,0.4,15.5,28.9,-0.1,0.1,-0.1,-0.008,-1.4,-4.4,-0.4,6750001,0
"1821","Isaiah Thomas",2018,"PG",28,"TOT",32,15,26.9,4.9,13.2,0.373,1.7,5.9,0.293,3.2,7.3,0.438,0.438,3.7,4.1,0.893,0.5,1.6,4.8,0.5,0.1,3,1.8,15.2,862,12.6,0.508,0.447,0.311,2.2,6.3,27.1,0.8,0.3,16.6,28.8,-0.1,0.3,0.2,0.009,-0.9,-4.3,-0.7,6750001,0
"1822","Isaiah Whitehead",2018,"PG",22,"BRK",16,0,11.3,2.5,5.4,0.465,0.4,1.1,0.389,2.1,4.3,0.485,0.506,0.8,1.2,0.684,0.3,1.4,1.3,0.5,0.1,1.5,1.4,6.3,180,11.5,0.53,0.209,0.221,2.3,13.1,19.6,2.2,0.8,20.3,28.5,-0.3,0.2,-0.1,-0.035,-4.3,-1.3,-0.2,1146474,0
"1823","Ish Smith",2012,"PG",23,"TOT",26,1,9,1.2,3.1,0.383,0.1,0.3,0.333,1.1,2.8,0.389,0.401,0.3,0.4,0.7,0.3,1.1,1.6,0.6,0.1,0.5,0.6,2.8,234,14.1,0.422,0.111,0.123,3.4,13.9,29.2,3.4,0.7,13.2,19.6,0,0.3,0.3,0.062,-2.4,0.7,0,522472,1
"1824","Ish Smith",2012,"PG",23,"ORL",20,0,8.6,1,2.6,0.373,0.1,0.2,0.25,0.9,2.4,0.383,0.382,0.3,0.4,0.75,0.3,1.1,1.6,0.6,0.1,0.6,0.6,2.3,171,13.1,0.413,0.078,0.157,3.3,14.4,31.1,3.5,0.9,18,18.2,0,0.3,0.2,0.06,-3.3,1.6,0,522472,1
"1825","Ish Smith",2012,"PG",23,"GSW",6,1,10.5,2,5,0.4,0.3,0.8,0.4,1.7,4.2,0.4,0.433,0.2,0.3,0.5,0.3,1.2,1.5,0.7,0,0.2,0.7,4.5,63,16.7,0.437,0.167,0.067,3.6,12.6,24.2,3.3,0,3.1,23.3,0,0,0.1,0.069,0.1,-1.7,0,522472,1
"1826","Ish Smith",2013,"PG",24,"MIL",16,0,8.6,1.1,2.7,0.395,0.3,0.6,0.4,0.8,2.1,0.394,0.442,0,0,NA,0.1,0.9,1.9,0.5,0.2,0.6,0.8,2.4,138,12.1,0.442,0.233,0,0.8,11.3,32.7,2.9,1.6,18.9,16.7,0,0.2,0.1,0.049,-3.5,-0.5,-0.1,951463,0
"1827","Ish Smith",2013,"PG",24,"ORL",36,3,10.5,1.1,3.2,0.336,0.1,0.5,0.235,1,2.8,0.354,0.353,0.1,0.2,0.429,0.3,1,1.6,0.4,0.2,0.8,0.4,2.4,378,7.2,0.357,0.147,0.06,3.3,10.5,22.2,1.8,1.2,18.5,17.6,-0.8,0.2,-0.6,-0.073,-6.1,-0.8,-0.5,951463,0
"1828","Ish Smith",2013,"PG",24,"TOT",52,3,9.9,1.1,3.1,0.352,0.2,0.5,0.296,0.9,2.5,0.364,0.377,0.1,0.1,0.429,0.2,0.9,1.7,0.4,0.2,0.7,0.5,2.4,516,8.5,0.379,0.17,0.044,2.6,10.7,25,2.1,1.3,18.6,17.4,-0.8,0.4,-0.4,-0.04,-5.4,-0.8,-0.5,951463,0
"1829","Ish Smith",2014,"PG",25,"PHO",70,1,14.4,1.7,4,0.423,0,0.3,0.043,1.7,3.7,0.457,0.425,0.3,0.6,0.564,0.4,1.4,2.6,0.7,0.2,0.9,0.9,3.7,1006,11.7,0.438,0.082,0.139,3.5,10.9,26,2.4,1,17.9,15.9,0,1,1,0.048,-2.7,0.5,-0.1,951463,1
"1830","Ish Smith",2015,"PG",26,"TOT",55,14,15.1,2.6,6.7,0.39,0.3,1.1,0.3,2.3,5.6,0.407,0.414,0.6,1,0.596,0.3,1.5,3.3,0.7,0.1,1.4,0.9,6.1,832,12.3,0.431,0.163,0.155,1.9,11.4,40.7,2.2,0.6,16.6,24.6,-0.9,0.8,-0.1,-0.006,-2.4,-1.7,-0.4,923373,1
"1831","Ish Smith",2015,"PG",26,"OKC",30,0,5.2,0.5,1.5,0.333,0,0.2,0.2,0.5,1.3,0.35,0.344,0.2,0.3,0.667,0.2,0.7,0.9,0.1,0,0.3,0.4,1.2,155,9,0.378,0.111,0.2,3.5,15,25.6,1.3,0.5,15.5,16.1,-0.1,0.1,0,0.014,-4.6,-1,-0.1,923373,1
"1832","Ish Smith",2015,"PG",26,"PHI",25,14,27.1,5.1,12.9,0.398,0.7,2.2,0.309,4.4,10.7,0.416,0.424,1.1,1.9,0.583,0.4,2.5,6.1,1.3,0.2,2.8,1.5,12,677,13,0.439,0.171,0.149,1.5,10.6,44.1,2.4,0.6,16.7,26.5,-0.8,0.6,-0.1,-0.01,-1.9,-1.8,-0.3,923373,1
"1833","Ish Smith",2016,"PG",27,"NOP",27,3,22.9,3.6,8.4,0.43,0.4,1.2,0.303,3.3,7.2,0.451,0.452,1.2,1.6,0.767,0.5,2.9,5.7,0.9,0.2,1.7,1.4,8.9,617,16.3,0.484,0.145,0.189,2.4,14.5,39.1,1.9,0.8,15.4,20.9,0.5,0.4,0.9,0.07,-0.2,-0.9,0.1,1100602,1
"1834","Ish Smith",2016,"PG",27,"PHI",50,50,32.4,6,14.8,0.405,0.9,2.7,0.336,5.1,12,0.42,0.436,1.8,2.7,0.669,0.6,3.7,7,1.3,0.4,2.6,1.9,14.7,1622,14.4,0.46,0.185,0.18,1.9,12.8,37.9,1.9,0.8,14,25,-0.6,0.9,0.4,0.011,-0.8,-1.2,0,1100602,1
"1835","Ish Smith",2016,"PG",27,"TOT",77,53,29.1,5.2,12.6,0.411,0.7,2.2,0.329,4.4,10.4,0.428,0.44,1.6,2.3,0.693,0.6,3.4,6.5,1.1,0.3,2.3,1.7,12.6,2239,14.9,0.465,0.176,0.182,2,13.3,38.3,1.9,0.8,14.4,23.9,0,1.3,1.3,0.027,-0.6,-1.1,0.1,1100602,1
"1836","Ish Smith",2017,"PG",28,"DET",81,32,24.1,4.1,9.2,0.439,0.3,1.3,0.267,3.7,8,0.467,0.458,0.9,1.3,0.706,0.3,2.6,5.2,0.8,0.4,1.4,1.6,9.4,1955,14.7,0.477,0.14,0.136,1.1,12.4,32.5,1.6,1.4,12.4,20.5,0.9,2.2,3.1,0.076,-1.2,0.4,0.6,6000000,0
"1837","Ish Smith",2018,"PG",29,"DET",82,35,24.9,4.7,9.8,0.486,0.4,1.2,0.347,4.3,8.5,0.506,0.507,1,1.4,0.698,0.3,2.4,4.4,0.8,0.2,1.3,1.7,10.9,2043,15.4,0.525,0.126,0.145,1.4,10.9,28.4,1.6,0.9,11.2,20.8,2.4,2,4.4,0.102,-0.6,-0.6,0.4,6000000,0
"1838","Ivan Johnson",2012,"PF",27,"ATL",56,0,16.7,2.5,4.9,0.513,0,0.1,0.333,2.5,4.8,0.517,0.516,1.3,1.8,0.72,1.2,2.9,0.6,0.8,0.3,1.2,2.1,6.4,934,14.3,0.558,0.022,0.364,8.2,20.1,5.7,2.4,1.5,17.8,19.5,0.5,1.7,2.2,0.113,-2.9,1,0,473604,1
"1839","Ivan Johnson",2013,"PF",28,"ATL",69,5,15,2.7,5.2,0.52,0,0.2,0.077,2.7,5,0.536,0.521,1.2,1.9,0.618,1.1,2.8,0.7,0.8,0.2,1,1.9,6.6,1035,15.7,0.546,0.037,0.368,8.5,20.7,7.4,2.8,1,14.7,21.7,0.6,1.7,2.3,0.106,-2.7,0.6,0,962195,0
"1840","Ivan Rabb",2018,"PF",20,"MEM",36,5,14.3,2.4,4.2,0.566,0,0,NA,2.4,4.2,0.566,0.566,0.8,1,0.806,1.5,2.9,0.9,0.3,0.4,1,1.5,5.6,516,16.6,0.599,0,0.237,11.6,24.1,10.4,1.2,2.4,17.3,17.7,0.7,0.5,1.2,0.109,-1.7,0.3,0.1,1164121,0
"1841","Ivica Zubac",2017,"C",19,"LAL",38,11,16,3.3,6.3,0.529,0,0.1,0,3.3,6.2,0.536,0.529,0.8,1.3,0.653,1.1,3.1,0.8,0.4,0.9,0.8,1.7,7.5,609,17,0.547,0.013,0.206,7.1,21.9,8.1,1.1,4.4,10.4,20.3,0.6,0.5,1.1,0.086,-2.7,0.3,-0.1,1081529,0
"1842","Ivica Zubac",2018,"C",20,"LAL",43,0,9.5,1.4,2.8,0.5,0,0,0,1.4,2.8,0.504,0.5,0.9,1.2,0.765,1,1.8,0.6,0.2,0.3,0.6,1.1,3.7,410,15.3,0.557,0.008,0.418,11.8,20.1,8.8,0.9,3,15.3,17.6,0.5,0.5,1,0.118,-2.7,0.5,0,1081529,0
"1843","J.J. Barea",2012,"PG",27,"MIN",41,11,25.2,4.1,10.2,0.4,1.3,3.5,0.371,2.8,6.7,0.415,0.463,1.9,2.4,0.776,0.3,2.4,5.7,0.5,0,2.5,1.5,11.3,1032,14.9,0.502,0.342,0.234,1.5,10.8,39,1,0,18.3,24.3,0.8,0.4,1.2,0.056,1.1,-2.4,0.2,4500000,0
"1844","J.J. Barea",2013,"PG",28,"MIN",74,2,23.1,4.3,10.2,0.417,1.3,3.8,0.346,3,6.5,0.458,0.481,1.4,1.8,0.784,0.5,2.3,4,0.4,0,2,1.8,11.3,1713,14.1,0.51,0.369,0.177,2.2,11.9,30.6,1,0,15.1,25.1,0.8,1,1.9,0.053,1.1,-2.1,0.4,4500000,0
"1845","J.J. Barea",2014,"PG",29,"MIN",79,1,18.6,3.2,8.3,0.387,0.9,2.9,0.316,2.3,5.4,0.426,0.443,1,1.3,0.79,0.2,1.7,3.8,0.3,0,1.6,1.6,8.4,1471,11.6,0.471,0.352,0.152,1.2,10.5,32.7,0.9,0,15.2,23.9,-0.1,0.9,0.7,0.024,-0.9,-2.7,-0.6,4500000,0
"1846","J.J. Barea",2015,"PG",30,"DAL",77,10,17.7,2.9,7,0.42,0.7,2.2,0.323,2.2,4.8,0.463,0.47,1,1.2,0.809,0.3,1.4,3.4,0.4,0,0.9,1.4,7.5,1362,15.1,0.502,0.312,0.175,1.8,9,29.6,1.2,0.1,10.8,21.2,2.1,0.6,2.7,0.096,1,-2.5,0.2,325645,1
"1847","J.J. Barea",2016,"PG",31,"DAL",74,16,22.5,4.3,9.6,0.446,1.4,3.5,0.385,2.9,6.1,0.481,0.516,1,1.3,0.771,0.4,1.7,4.1,0.4,0,1.5,1.5,10.9,1667,15.4,0.536,0.366,0.135,1.7,8.3,31.5,0.8,0.1,13,23.8,2.1,0.7,2.8,0.082,1.6,-2.8,0.3,4000425,0
"1848","J.J. Barea",2017,"PG",32,"DAL",35,6,22,4.1,9.8,0.414,1.5,4.2,0.358,2.5,5.6,0.456,0.491,1.3,1.5,0.863,0.3,2.1,5.5,0.4,0,1.8,0.9,10.9,771,17.2,0.521,0.431,0.149,1.3,11.9,44.2,0.9,0.1,14.7,26.2,0.8,0.5,1.3,0.08,2,-2.6,0.3,4000425,0
"1849","J.J. Barea",2018,"PG",33,"DAL",69,10,23.2,4.4,10,0.439,1.7,4.5,0.367,2.7,5.5,0.499,0.522,1.2,1.5,0.784,0.2,2.7,6.3,0.5,0,2.1,1.2,11.6,1603,17.8,0.545,0.454,0.148,1,13.4,45.1,1.1,0.2,16.3,24.9,2.3,1,3.3,0.098,2.4,-2.3,0.8,4000425,0
"1850","J.J. Hickson",2012,"PF",23,"SAC",35,9,18.4,1.8,4.9,0.37,0,0,0,1.8,4.9,0.372,0.37,1.1,1.7,0.638,1.9,3.1,0.6,0.5,0.5,1.1,1.3,4.7,644,9.9,0.416,0.006,0.335,10.9,19.7,5,1.4,1.9,16.4,16,-0.5,0.3,-0.1,-0.009,-4.8,-0.5,-0.5,1660534,0
