"","player","i","pos","age","team","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","avg_salary","contract_year"
"4359","Terrence Jones",2014,"PF",22,"HOU",76,71,27.3,5.1,9.4,0.542,0.4,1.3,0.307,4.7,8,0.581,0.564,1.6,2.6,0.605,2.1,4.8,1.1,0.7,1.3,0.9,1.8,12.1,2078,19.1,0.577,0.142,0.274,9.2,18.5,7,1.3,3.5,8.2,18.3,4.6,2.7,7.3,0.169,0.9,1.3,2.2,1786262,0
"4360","Terrence Jones",2015,"PF",23,"HOU",33,24,26.9,4.8,9.1,0.528,0.4,1.1,0.351,4.4,7.9,0.553,0.55,1.7,2.8,0.606,2.4,4.3,1.1,0.5,1.8,1.1,2.4,11.7,889,18.3,0.567,0.124,0.314,9.7,17.6,6.9,1,5.2,9.8,18.4,1.7,1.3,3,0.16,-0.6,1.9,0.7,1786262,0
"4361","Terrence Jones",2016,"PF",24,"HOU",50,11,20.9,3.3,7.3,0.452,0.5,1.6,0.316,2.8,5.8,0.49,0.486,1.5,2.3,0.664,1.2,3,0.8,0.5,0.8,1,1.7,8.7,1044,13.5,0.519,0.215,0.316,6.5,15.9,6.3,1.1,3.1,10.5,19.3,0.8,0.7,1.5,0.068,-2.4,-1,-0.4,1786262,0
"4362","Terrence Ross",2013,"SG",21,"TOR",73,2,17,2.5,6.3,0.407,0.9,2.7,0.332,1.7,3.6,0.464,0.478,0.4,0.6,0.714,0.5,1.5,0.7,0.6,0.2,0.7,1.7,6.4,1239,10.4,0.491,0.429,0.092,3.3,10.6,7.2,1.8,0.9,9.2,19.6,0,0.8,0.9,0.034,-1.3,-1.7,-0.3,2897459,0
"4363","Terrence Ross",2014,"SG",22,"TOR",81,62,26.7,3.9,9.3,0.423,2,5,0.395,1.9,4.2,0.458,0.531,1,1.2,0.837,0.5,2.6,1,0.8,0.3,1.1,2.3,10.9,2159,12,0.553,0.543,0.13,2.3,11.3,6.1,1.5,1,10,18.6,2,2.2,4.2,0.094,0.6,-0.7,1,2897459,0
"4364","Terrence Ross",2015,"SF",23,"TOR",82,61,25.5,3.8,9.2,0.41,1.8,4.8,0.372,2,4.4,0.452,0.507,0.5,0.7,0.786,0.4,2.4,1,0.6,0.3,0.8,1.7,9.8,2092,11.2,0.519,0.518,0.074,1.8,10.7,6.5,1.3,1,8.1,18.3,1.3,1,2.4,0.054,0.2,-1.8,0.2,2897459,0
"4365","Terrence Ross",2016,"SF",24,"TOR",73,7,23.9,3.7,8.6,0.431,1.8,4.6,0.386,1.9,3.9,0.484,0.536,0.7,0.8,0.79,0.3,2.2,0.8,0.7,0.3,0.6,1.6,9.9,1747,12.9,0.551,0.542,0.099,1.4,10.6,5.3,1.6,1.2,6.6,18.2,2.1,1.6,3.6,0.1,1.1,-1.2,0.8,2897459,0
"4366","Terrence Ross",2017,"SF",25,"TOR",54,0,22.4,3.9,8.9,0.441,1.8,4.7,0.375,2.1,4.1,0.516,0.541,0.8,0.9,0.82,0.3,2.3,0.8,1,0.4,0.6,1.5,10.4,1207,14.9,0.558,0.534,0.104,1.3,11.6,5.9,2.2,1.4,6.2,19.8,1.6,1.3,2.9,0.116,1.2,-0.9,0.7,10500000,0
"4367","Terrence Ross",2017,"SF",25,"TOR",54,0,22.4,3.9,8.9,0.441,1.8,4.7,0.375,2.1,4.1,0.516,0.541,0.8,0.9,0.82,0.3,2.3,0.8,1,0.4,0.6,1.5,10.4,1207,14.9,0.558,0.534,0.104,1.3,11.6,5.9,2.2,1.4,6.2,19.8,1.6,1.3,2.9,0.116,1.2,-0.9,0.7,6588235,0
"4368","Terrence Ross",2017,"SF",25,"TOT",78,24,25.1,4.2,9.6,0.437,1.8,5,0.363,2.4,4.6,0.518,0.532,0.8,1,0.831,0.2,2.4,1.1,1.1,0.4,0.9,1.8,11,1955,13.4,0.55,0.524,0.103,1,10.8,7.1,2.2,1.4,8,19.3,1.5,2,3.5,0.086,0.4,-0.6,0.9,10500000,0
"4369","Terrence Ross",2017,"SF",25,"TOT",78,24,25.1,4.2,9.6,0.437,1.8,5,0.363,2.4,4.6,0.518,0.532,0.8,1,0.831,0.2,2.4,1.1,1.1,0.4,0.9,1.8,11,1955,13.4,0.55,0.524,0.103,1,10.8,7.1,2.2,1.4,8,19.3,1.5,2,3.5,0.086,0.4,-0.6,0.9,6588235,0
"4370","Terrence Ross",2017,"SF",25,"ORL",24,24,31.2,4.8,11.1,0.431,1.9,5.6,0.341,2.9,5.5,0.523,0.517,1,1.1,0.852,0.2,2.7,1.8,1.4,0.5,1.5,2.5,12.5,748,11.1,0.536,0.506,0.101,0.6,9.6,9,2.3,1.4,11.2,18.5,0,0.6,0.6,0.037,-1,-0.2,0.1,10500000,0
"4371","Terrence Ross",2017,"SF",25,"ORL",24,24,31.2,4.8,11.1,0.431,1.9,5.6,0.341,2.9,5.5,0.523,0.517,1,1.1,0.852,0.2,2.7,1.8,1.4,0.5,1.5,2.5,12.5,748,11.1,0.536,0.506,0.101,0.6,9.6,9,2.3,1.4,11.2,18.5,0,0.6,0.6,0.037,-1,-0.2,0.1,6588235,0
"4372","Terrence Ross",2018,"SG",26,"ORL",24,20,25,3.2,8,0.398,1.3,3.9,0.323,1.9,4.1,0.469,0.476,1.1,1.5,0.75,0.4,2.6,1.6,1.1,0.5,1.2,1.9,8.7,600,9.9,0.505,0.487,0.188,1.8,11.6,9.3,2.2,1.5,12.3,17.3,-0.2,0.5,0.3,0.025,-2.2,0.1,0,10500000,0
"4373","Terrence Williams",2012,"SG",24,"TOT",30,0,18.3,2.8,6.6,0.429,0.5,1.5,0.348,2.3,5.1,0.454,0.47,0.9,1.5,0.587,0.4,3,2.2,0.7,0.2,1.4,1.2,7.1,550,13.1,0.488,0.232,0.232,2.5,18.7,19.2,1.9,0.9,16.5,20.9,-0.1,0.4,0.3,0.029,-2.1,-0.5,-0.1,7767,0
"4374","Terrence Williams",2012,"SG",24,"TOT",30,0,18.3,2.8,6.6,0.429,0.5,1.5,0.348,2.3,5.1,0.454,0.47,0.9,1.5,0.587,0.4,3,2.2,0.7,0.2,1.4,1.2,7.1,550,13.1,0.488,0.232,0.232,2.5,18.7,19.2,1.9,0.9,16.5,20.9,-0.1,0.4,0.3,0.029,-2.1,-0.5,-0.1,186036,0
"4375","Terrence Williams",2012,"SG",24,"SAC",18,0,20.5,3.6,7.8,0.461,0.4,1.5,0.296,3.2,6.3,0.5,0.489,1.2,1.9,0.618,0.6,3.5,3.1,0.9,0.3,1.8,1.1,8.8,369,16.5,0.51,0.191,0.241,3.1,19.7,24.6,2.2,1.2,17.5,22.2,0.2,0.2,0.4,0.052,-0.7,-0.1,0.1,7767,0
"4376","Terrence Williams",2012,"SG",24,"SAC",18,0,20.5,3.6,7.8,0.461,0.4,1.5,0.296,3.2,6.3,0.5,0.489,1.2,1.9,0.618,0.6,3.5,3.1,0.9,0.3,1.8,1.1,8.8,369,16.5,0.51,0.191,0.241,3.1,19.7,24.6,2.2,1.2,17.5,22.2,0.2,0.2,0.4,0.052,-0.7,-0.1,0.1,186036,0
"4377","Terrence Williams",2012,"SG",24,"HOU",12,0,15.1,1.7,4.8,0.351,0.7,1.6,0.421,1,3.2,0.316,0.421,0.5,1,0.5,0.2,2.2,0.8,0.3,0.1,0.8,1.3,4.5,181,6.2,0.434,0.333,0.211,1.3,16.8,8.3,1.2,0.4,13.8,18.1,-0.2,0.1,-0.1,-0.019,-4.8,-1.2,-0.2,7767,0
"4378","Terrence Williams",2012,"SG",24,"HOU",12,0,15.1,1.7,4.8,0.351,0.7,1.6,0.421,1,3.2,0.316,0.421,0.5,1,0.5,0.2,2.2,0.8,0.3,0.1,0.8,1.3,4.5,181,6.2,0.434,0.333,0.211,1.3,16.8,8.3,1.2,0.4,13.8,18.1,-0.2,0.1,-0.1,-0.019,-4.8,-1.2,-0.2,186036,0
"4379","Terrence Williams",2013,"SF",25,"BOS",24,0,13.3,2,4,0.495,0.2,0.6,0.333,1.8,3.4,0.524,0.521,0.4,0.9,0.429,0.2,1.7,1.6,0.5,0.1,0.9,0.5,4.6,318,12.3,0.518,0.155,0.216,1.5,14.4,19.7,1.8,0.5,17.2,19.1,-0.1,0.4,0.3,0.046,-3.2,-0.3,-0.1,598912,0
"4380","Terrence Williams",2013,"SF",25,"BOS",24,0,13.3,2,4,0.495,0.2,0.6,0.333,1.8,3.4,0.524,0.521,0.4,0.9,0.429,0.2,1.7,1.6,0.5,0.1,0.9,0.5,4.6,318,12.3,0.518,0.155,0.216,1.5,14.4,19.7,1.8,0.5,17.2,19.1,-0.1,0.4,0.3,0.046,-3.2,-0.3,-0.1,5207,0
"4382","Terry Rozier",2016,"PG",21,"BOS",39,0,8,0.7,2.7,0.274,0.2,0.7,0.222,0.6,2,0.291,0.302,0.2,0.3,0.8,0.6,1,0.9,0.2,0,0.5,0.6,1.8,311,5,0.326,0.255,0.094,8.1,13.5,16.5,0.9,0.3,14.7,17.7,-0.6,0.3,-0.3,-0.047,-5.9,-0.8,-0.4,1906440,0
"4383","Terry Rozier",2017,"PG",22,"BOS",74,0,17.1,2,5.6,0.367,0.8,2.4,0.318,1.3,3.1,0.405,0.437,0.7,0.9,0.773,0.5,2.5,1.8,0.6,0.1,0.6,0.9,5.5,1263,10.9,0.466,0.436,0.161,3.6,16.3,15.2,1.8,0.7,9.7,17.1,0,1.4,1.4,0.054,-2.5,0,-0.2,1906440,0
"4384","Terry Rozier",2018,"PG",23,"BOS",80,16,25.9,4,10,0.395,1.9,5,0.381,2,5,0.41,0.491,1.4,1.9,0.772,0.8,3.9,2.9,1,0.2,1,1.5,11.3,2068,15.1,0.52,0.503,0.186,3.4,16.3,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.13,0.8,1,2,1906440,0
"4385","Thabo Sefolosha",2012,"SG",27,"OKC",42,42,21.8,1.6,3.7,0.432,0.7,1.7,0.437,0.9,2,0.429,0.532,0.9,1,0.884,0.5,2.5,1.1,0.9,0.4,1,1.9,4.8,914,9.8,0.584,0.458,0.277,2.8,12.5,7.4,2.1,1.4,18.7,10.6,0.8,1,1.8,0.095,-0.4,1.3,0.7,3512500,0
"4386","Thabo Sefolosha",2013,"SG",28,"OKC",81,81,27.5,2.8,5.8,0.481,1.3,3.2,0.419,1.4,2.6,0.558,0.597,0.7,0.9,0.826,0.7,3.2,1.5,1.3,0.5,0.8,2.2,7.6,2229,12.8,0.617,0.554,0.148,3.2,12.4,8.2,2.4,1.5,11.4,11.4,3.6,3.1,6.8,0.146,1.9,1.6,3.1,3512500,0
"4387","Thabo Sefolosha",2014,"SG",29,"OKC",61,61,26,2.3,5.6,0.415,0.8,2.5,0.316,1.5,3.1,0.495,0.485,0.9,1.1,0.768,0.8,2.8,1.5,1.3,0.3,0.9,1.5,6.3,1584,10.4,0.517,0.447,0.203,3.7,11.5,8.3,2.5,0.9,12.9,11.9,0.9,2.1,3,0.092,-0.7,1.5,1.1,3512500,1
"4388","Thabo Sefolosha",2015,"SF",30,"ATL",52,7,18.8,2,4.8,0.418,0.5,1.5,0.321,1.5,3.3,0.462,0.468,0.9,1.1,0.776,1,3.3,1.4,1,0.4,0.7,1.3,5.3,976,13.8,0.506,0.313,0.233,6.4,19.3,11.2,2.8,1.8,12.2,14.6,0.8,1.7,2.5,0.121,-1.2,2.5,0.8,4000000,0
"4389","Thabo Sefolosha",2016,"SF",31,"ATL",75,11,23.4,2.5,5,0.505,0.6,1.7,0.339,1.9,3.3,0.589,0.562,0.8,1.3,0.626,0.7,3.8,1.4,1.1,0.5,0.9,1.5,6.4,1758,12.4,0.578,0.333,0.266,3.3,17.1,8.8,2.4,1.7,14.1,12.3,1.3,3.2,4.5,0.122,-1.7,2.8,1.4,4000000,0
"4390","Thabo Sefolosha",2017,"SF",32,"ATL",62,42,25.7,2.8,6.4,0.441,0.7,1.9,0.342,2.1,4.4,0.484,0.492,0.9,1.2,0.733,0.9,3.5,1.7,1.5,0.5,0.9,1.6,7.2,1596,11.9,0.519,0.304,0.19,3.8,14.7,9.9,3,1.7,11.9,13.3,0.6,2.7,3.3,0.098,-1.9,3.1,1.3,4000000,1
"4391","Thabo Sefolosha",2018,"SF",33,"UTA",38,6,21.2,3.1,6.3,0.492,0.8,2.2,0.381,2.3,4.1,0.551,0.558,1.2,1.4,0.815,0.8,3.5,0.9,1.4,0.3,0.8,1.6,8.2,806,15.8,0.591,0.35,0.225,4.1,18.4,6.3,3.2,1.3,10.2,16.4,1,1.6,2.6,0.156,-0.3,2.3,0.8,5250000,0
"4392","Thaddeus Young",2012,"PF",23,"PHI",63,1,27.9,5.5,10.9,0.507,0,0.1,0.25,5.5,10.8,0.508,0.507,1.8,2.3,0.771,2.2,3,1.2,1,0.7,0.9,2,12.8,1755,18.9,0.538,0.006,0.21,8.6,12,7.3,2,1.8,6.8,21.5,3.4,2.9,6.3,0.171,0.7,0.9,1.6,8600000,0
"4393","Thaddeus Young",2013,"PF",24,"PHI",76,76,34.6,6.7,12.6,0.531,0,0.1,0.125,6.7,12.5,0.535,0.532,1.4,2.5,0.574,2.4,5.1,1.6,1.8,0.7,1.2,2.5,14.8,2629,18.2,0.541,0.008,0.196,7.6,17.2,8.2,2.7,1.6,8,19.8,3.7,3.7,7.4,0.136,0.2,1.6,2.5,8600000,0
"4394","Thaddeus Young",2014,"PF",25,"PHI",79,78,34.4,7.4,16.2,0.454,1.1,3.7,0.308,6.2,12.5,0.496,0.489,2.1,2.9,0.712,2.1,3.9,2.3,2.1,0.5,2.1,2.7,17.9,2718,16.6,0.512,0.228,0.178,6.3,12.8,11.8,3,1.1,10.7,24.1,1.2,2.3,3.5,0.062,0.2,-0.4,1.2,8600000,0
"4395","Thaddeus Young",2015,"PF",26,"TOT",76,68,32,5.9,12.7,0.466,0.5,1.5,0.33,5.4,11.2,0.484,0.486,1.7,2.6,0.655,1.7,3.7,2.3,1.6,0.3,1.5,2.3,14.1,2434,15.7,0.507,0.119,0.207,5.8,13.5,12.4,2.6,0.8,10,21.5,1.6,1.4,3.1,0.061,0.2,-0.3,1.2,8600000,1
"4396","Thaddeus Young",2015,"PF",26,"MIN",48,48,33.4,6,13.4,0.451,0.4,1.4,0.292,5.6,12,0.469,0.466,1.8,2.7,0.682,1.6,3.5,2.8,1.8,0.4,1.6,2.4,14.3,1605,15,0.491,0.101,0.201,5.2,12.5,14.7,2.7,0.8,9.7,21.2,0.8,0.6,1.4,0.043,0.1,-0.4,0.7,8600000,1
"4397","Thaddeus Young",2015,"PF",26,"BRK",28,20,29.6,5.8,11.7,0.495,0.7,1.8,0.38,5.1,9.9,0.516,0.524,1.5,2.5,0.606,1.9,4.1,1.4,1.4,0.3,1.5,2,13.8,829,17.1,0.539,0.153,0.217,7.1,15.4,8,2.4,0.8,10.5,22,0.8,0.8,1.6,0.095,0.4,0,0.5,8600000,1
"4398","Thaddeus Young",2016,"PF",27,"BRK",73,73,33,6.8,13.2,0.514,0.1,0.4,0.233,6.7,12.8,0.523,0.518,1.4,2.2,0.644,2.4,6.6,1.8,1.5,0.5,1.9,2.5,15.1,2407,17.5,0.533,0.031,0.169,8.1,23,9.5,2.3,1.2,11.6,21.6,1.9,2.2,4.1,0.081,-0.5,0.6,1.3,13500000,0
"4399","Thaddeus Young",2017,"PF",28,"IND",74,74,30.2,4.9,9.3,0.527,0.6,1.6,0.381,4.3,7.7,0.557,0.56,0.6,1.2,0.523,1.8,4.3,1.6,1.5,0.4,1.3,1.8,11,2237,14.9,0.562,0.172,0.125,6.7,15.7,8.4,2.5,1.1,11.6,16.4,2,2.7,4.6,0.1,0,1.4,1.9,13500000,0
"4400","Thaddeus Young",2018,"PF",29,"IND",81,81,32.2,5.2,10.7,0.487,0.7,2.2,0.32,4.5,8.4,0.531,0.521,0.7,1.1,0.598,2.3,4,1.9,1.7,0.4,1.3,2.2,11.8,2607,14.8,0.528,0.209,0.106,8,14.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,0.1,1.4,2.3,13500000,0
"4401","Thanasis Antetokounmpo",2016,"SF",23,"NYK",2,0,3,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0.75,0,0,NA,0,0.5,0,0,0,0,1,3,6,32.9,0.75,0.25,0,0,17.9,0,0,0,0,30.2,0,0,0,0.291,6.3,-10.5,0,3089,0
"4402","Thomas Bryant",2018,"C",20,"LAL",15,0,4.8,0.5,1.4,0.381,0.1,0.7,0.1,0.5,0.7,0.636,0.405,0.3,0.6,0.556,0.2,0.9,0.4,0.1,0.1,0.1,0.4,1.5,72,9.9,0.441,0.476,0.429,4.5,20.6,11.5,0.7,2.3,7.4,15.9,0,0.1,0.1,0.05,-3.8,-0.4,0,1096929,0
"4403","Thomas Robinson",2013,"PF",21,"SAC",51,0,15.9,2,4.8,0.424,0,0,NA,2,4.8,0.424,0.424,0.8,1.4,0.577,1.8,2.9,0.7,0.5,0.4,1.3,1.9,4.8,809,10.6,0.45,0,0.292,12.7,21.3,6.8,1.6,2,19.2,18.6,-0.7,0.5,-0.2,-0.01,-4.3,-0.4,-0.6,3526480,0
"4404","Thomas Robinson",2013,"PF",21,"TOT",70,0,15.1,2,4.6,0.43,0,0,0,2,4.6,0.431,0.43,0.8,1.6,0.523,1.7,2.8,0.7,0.6,0.4,1.3,1.8,4.8,1056,10.9,0.451,0.003,0.34,13,21.3,6.7,2,1.9,19.3,19.1,-0.9,0.9,-0.1,-0.002,-4.4,-0.1,-0.7,3526480,0
"4405","Thomas Robinson",2013,"PF",21,"HOU",19,0,13,1.8,4.1,0.449,0,0.1,0,1.8,4.1,0.455,0.449,0.8,2,0.421,1.6,2.5,0.5,0.8,0.3,1.2,1.5,4.5,247,12,0.454,0.013,0.487,13.9,21.3,6.2,3.2,1.5,19.5,20.8,-0.3,0.4,0.1,0.024,-4.6,1.2,-0.1,3526480,0
"4406","Thomas Robinson",2014,"PF",22,"POR",70,0,12.5,2,4.2,0.481,0,0,0,2,4.2,0.483,0.481,0.8,1.4,0.564,1.5,2.9,0.5,0.3,0.3,0.8,1.9,4.8,873,14.1,0.502,0.003,0.345,13.1,24.6,6,1.3,1.6,14.5,19.7,0.4,1.2,1.6,0.09,-3.1,-0.1,-0.3,3526480,0
"4407","Thomas Robinson",2015,"PF",23,"TOT",54,4,14.8,2.3,4.8,0.485,0,0,0,2.3,4.8,0.488,0.485,1,2,0.528,1.8,3.9,0.6,0.6,0.4,1.1,1.9,5.7,798,15.3,0.502,0.008,0.408,12.6,28.6,7.6,2,1.9,16.1,20.2,0,1.4,1.5,0.089,-3.8,1.1,-0.1,3526480,1
"4408","Thomas Robinson",2015,"PF",23,"POR",32,4,12.2,1.5,2.8,0.516,0,0,NA,1.5,2.8,0.516,0.516,0.7,1.5,0.438,1,3.1,0.3,0.5,0.3,1,1.7,3.6,391,11,0.513,0,0.527,9.2,26.8,3.4,2.1,2,22.7,16.6,-0.3,0.8,0.5,0.059,-5.5,1.8,-0.2,3526480,1
"4409","Thomas Robinson",2015,"PF",23,"PHI",22,0,18.5,3.6,7.7,0.467,0,0.1,0,3.6,7.6,0.473,0.467,1.6,2.6,0.603,2.8,4.9,1.1,0.7,0.4,1.2,2.3,8.8,407,19.3,0.496,0.012,0.343,15.8,30.2,11.7,2,1.8,11.8,23.6,0.3,0.7,1,0.118,-2.1,0.5,0,3526480,1
"4410","Thomas Robinson",2016,"PF",24,"BRK",71,7,12.9,1.8,4.1,0.447,0,0,0,1.8,4.1,0.448,0.447,0.7,1.5,0.431,1.9,3.1,0.6,0.5,0.5,1,1.6,4.3,917,14.5,0.453,0.003,0.375,16.4,27.8,7.7,2.1,3.2,16.9,19.8,-0.5,1.1,0.6,0.033,-3.8,0.9,-0.2,1016155,1
"4411","Thomas Robinson",2017,"PF",25,"LAL",48,1,11.7,2.2,4.1,0.536,0,0,0,2.2,4.1,0.538,0.536,0.6,1.4,0.47,1.8,2.9,0.6,0.5,0.2,1,1.6,5,560,17.3,0.535,0.005,0.337,15.8,28.1,8.8,2.3,1.3,17,20.7,0.3,0.6,0.9,0.079,-2.2,-0.1,0,1050961,0
"4412","Thon Maker",2017,"C",19,"MIL",57,34,9.9,1.5,3.2,0.459,0.5,1.3,0.378,1,1.9,0.514,0.536,0.6,0.9,0.653,0.7,1.3,0.4,0.2,0.5,0.3,1.5,4,562,14,0.558,0.409,0.271,8.4,15.2,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-0.5,-1,0.1,2626380,0
"4413","Thon Maker",2018,"C",20,"MIL",74,12,16.7,1.8,4.3,0.411,0.4,1.4,0.298,1.3,2.9,0.467,0.46,0.9,1.3,0.699,1,2,0.6,0.5,0.7,0.6,2.2,4.8,1238,10.2,0.499,0.329,0.294,7.1,14.2,5.2,1.5,3.7,11,14.6,0.3,1.1,1.5,0.056,-2.7,0,-0.2,2626380,0
"4414","Tiago Splitter",2012,"C",27,"SAS",59,2,19,3.6,5.8,0.618,0,0,NA,3.6,5.8,0.618,0.618,2.1,3.1,0.691,1.6,3.6,1.1,0.4,0.8,1.5,2.3,9.3,1121,20.5,0.649,0,0.528,9.7,21.4,9.2,1,3,17.1,20.7,3,1.6,4.6,0.197,1.1,1.4,1.3,3672000,0
"4415","Tiago Splitter",2013,"PF",28,"SAS",81,58,24.7,3.9,7,0.56,0,0,0,3.9,6.9,0.561,0.56,2.6,3.5,0.73,1.8,4.6,1.6,0.8,0.8,1.2,2,10.3,1997,18.7,0.609,0.004,0.506,8.8,20.3,10,1.6,2.3,12.7,18.2,4.7,3.5,8.2,0.197,0.6,2.4,2.5,3672000,1
"4416","Tiago Splitter",2014,"C",29,"SAS",59,50,21.5,3.1,5.9,0.523,0,0.1,0,3.1,5.8,0.528,0.523,2.1,2.9,0.699,2.1,4.1,1.5,0.5,0.5,1.3,2,8.2,1271,16.5,0.572,0.009,0.5,11.4,20.5,10.1,1.2,1.8,15.1,17.7,2.3,2.1,4.3,0.163,-0.1,2.1,1.3,9000000,0
"4417","Tiago Splitter",2015,"C",30,"SAS",52,35,19.8,3.3,5.8,0.558,0,0,NA,3.3,5.8,0.558,0.558,1.7,2.3,0.75,1.8,3.1,1.5,0.7,0.7,1.2,2,8.2,1030,18.9,0.601,0,0.396,10.2,17.4,11.8,1.7,2.7,14.4,18.4,2.3,1.7,4,0.189,0.8,2.4,1.4,9000000,0
"4418","Tiago Splitter",2016,"C",31,"ATL",36,2,16.1,2.3,4.3,0.523,0,0.1,0,2.3,4.3,0.529,0.523,1.1,1.3,0.813,1.3,2.1,0.8,0.6,0.3,0.7,2,5.6,579,13.7,0.571,0.013,0.31,8.7,13.8,7.9,1.7,1.6,12,15.5,0.9,0.9,1.7,0.144,-1.9,1.1,0.2,3000000,0
"4419","Tiago Splitter",2016,"C",31,"ATL",36,2,16.1,2.3,4.3,0.523,0,0.1,0,2.3,4.3,0.529,0.523,1.1,1.3,0.813,1.3,2.1,0.8,0.6,0.3,0.7,2,5.6,579,13.7,0.571,0.013,0.31,8.7,13.8,7.9,1.7,1.6,12,15.5,0.9,0.9,1.7,0.144,-1.9,1.1,0.2,9000000,0
"4420","Tiago Splitter",2017,"C",32,"PHI",8,0,9.5,1.8,3.9,0.452,0.3,0.8,0.333,1.5,3.1,0.48,0.484,1.1,1.4,0.818,1,1.8,0.5,0.1,0.1,0.8,1,4.9,76,15,0.544,0.194,0.355,11.6,20.3,8.9,0.6,1,14.3,23.9,0.1,0.1,0.1,0.072,-2.6,-2.5,-0.1,9000000,0
"4421","Tiago Splitter",2017,"C",32,"PHI",8,0,9.5,1.8,3.9,0.452,0.3,0.8,0.333,1.5,3.1,0.48,0.484,1.1,1.4,0.818,1,1.8,0.5,0.1,0.1,0.8,1,4.9,76,15,0.544,0.194,0.355,11.6,20.3,8.9,0.6,1,14.3,23.9,0.1,0.1,0.1,0.072,-2.6,-2.5,-0.1,3000000,0
"4422","Tiago Splitter",2017,"C",32,"PHI",8,0,9.5,1.8,3.9,0.452,0.3,0.8,0.333,1.5,3.1,0.48,0.484,1.1,1.4,0.818,1,1.8,0.5,0.1,0.1,0.8,1,4.9,76,15,0.544,0.194,0.355,11.6,20.3,8.9,0.6,1,14.3,23.9,0.1,0.1,0.1,0.072,-2.6,-2.5,-0.1,5872059,0
"4423","Tibor Pleiss",2016,"C",26,"UTA",12,0,6.8,0.9,2.1,0.44,0,0.2,0,0.9,1.9,0.478,0.44,0.2,0.2,1,0.5,0.8,0.2,0.1,0.2,0.7,1.6,2,82,3.5,0.464,0.08,0.08,8.6,12.8,4,0.6,2.1,23.6,19.1,-0.2,0.1,-0.1,-0.041,-7,-1.1,-0.1,3000000,0
"4424","Tim Duncan",2012,"C",35,"SAS",58,58,28.2,6.2,12.6,0.492,0,0.1,0,6.2,12.6,0.495,0.492,3,4.3,0.695,1.9,7.1,2.3,0.7,1.5,1.7,1.7,15.4,1634,22.5,0.531,0.005,0.34,7.9,28.2,13.5,1.2,3.9,10.3,26.2,3,2.9,5.9,0.174,-0.2,2.6,1.8,10000000,1
"4425","Tim Duncan",2013,"C",36,"SAS",69,69,30.1,7.1,14.1,0.502,0,0.1,0.286,7.1,14,0.504,0.503,3.6,4.3,0.817,1.8,8.1,2.7,0.7,2.7,2.1,1.7,17.8,2078,24.4,0.554,0.007,0.307,7.3,29.6,15.5,1.2,6.4,11.7,27.8,3.4,4.9,8.3,0.191,-0.5,4.6,3.2,10120482,0
"4426","Tim Duncan",2014,"C",37,"SAS",74,74,29.2,6,12.2,0.49,0,0.1,0,6,12.2,0.493,0.49,3.1,4.3,0.731,2.1,7.6,3,0.6,1.9,2.1,1.8,15.1,2158,21.3,0.535,0.006,0.349,8.6,28.3,16,1,4.6,13.2,25.2,2.8,4.6,7.4,0.164,-0.9,4,2.8,10120482,0
"4427","Tim Duncan",2015,"C",38,"SAS",77,77,28.9,5.4,10.6,0.512,0,0.1,0.286,5.4,10.5,0.514,0.513,3,4,0.74,2.2,6.9,3,0.8,2,1.7,2.1,13.9,2227,22.6,0.56,0.009,0.38,8.8,26.7,16.8,1.4,5.1,12.1,22.2,4.9,4.7,9.6,0.207,0.8,4.7,4.2,10120482,1
"4428","Tim Duncan",2016,"C",39,"SAS",61,60,25.2,3.5,7.2,0.488,0,0,0,3.5,7.2,0.49,0.488,1.5,2.1,0.702,1.9,5.4,2.7,0.8,1.3,1.5,2,8.6,1536,16.9,0.523,0.005,0.297,8.8,23.8,15.3,1.6,3.9,15.3,17.6,1.6,3.6,5.2,0.163,-0.8,5,2.4,5425000,0
"4429","Tim Frazier",2015,"PG",24,"TOT",11,3,21.7,1.9,5.5,0.344,0.5,1.5,0.294,1.5,4,0.364,0.385,0.9,1.9,0.476,0.5,2,5.5,0.7,0,2.3,2.4,5.2,239,8.1,0.406,0.279,0.344,2.6,10.2,39.4,1.7,0,26.2,17.5,-0.3,0.2,-0.1,-0.017,-4.9,-2.4,-0.3,447902,0
"4430","Tim Frazier",2015,"PG",24,"TOT",11,3,21.7,1.9,5.5,0.344,0.5,1.5,0.294,1.5,4,0.364,0.385,0.9,1.9,0.476,0.5,2,5.5,0.7,0,2.3,2.4,5.2,239,8.1,0.406,0.279,0.344,2.6,10.2,39.4,1.7,0,26.2,17.5,-0.3,0.2,-0.1,-0.017,-4.9,-2.4,-0.3,2984,0
