Player,Tm,Pos,G,GS,MP,FG,FGA,FG%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
John Henson\hensojo01,MIL,C,76,69,25.9,3.8,6.6,0.5720000000000001,0.573,1.2,2.1,0.57,2.0,4.8,6.8,1.5,0.6,1.4,1.1,2.7,8.8,15.7,0.5820000000000001,0.315,9.0,21.5,15.3,8.6,1.1,4.7,12.8,15.0,2.8,2.2,4.9,0.12,-1.4,1.8,0.4,1.2
Willy Hernangomez\hernawi01,TOT,C,48,1,10.3,1.9,3.4,0.555,0.57,1.2,1.9,0.6559999999999999,1.3,2.5,3.8,0.7,0.4,0.3,0.7,1.3,5.1,21.2,0.604,0.5489999999999999,13.3,27.2,20.2,10.5,1.8,2.7,14.7,21.0,1.1,0.7,1.8,0.174,0.1,0.8,0.9,0.4
Mario Hezonja\hezonma01,ORL,SF,75,30,22.1,3.6,8.2,0.442,0.515,1.1,1.4,0.8190000000000001,0.5,3.2,3.7,1.4,1.1,0.4,1.1,1.8,9.6,13.7,0.544,0.17,2.7,16.1,9.3,10.0,2.4,1.5,11.5,19.9,0.5,1.8,2.3,0.066,-1.0,0.2,-0.8,0.5
Buddy Hield\hieldbu01,SAC,SG,80,12,25.3,5.2,11.7,0.446,0.54,0.9,1.0,0.877,0.7,3.2,3.8,1.9,1.1,0.3,1.6,1.9,13.5,16.1,0.557,0.087,3.0,14.8,8.6,12.8,2.1,1.0,11.3,24.3,1.3,1.5,2.8,0.067,1.2,-1.4,-0.2,0.9
Nene Hilario\hilarne01,HOU,C,52,4,14.6,2.6,4.6,0.569,0.569,1.3,2.1,0.636,1.0,2.3,3.4,0.9,0.5,0.3,0.7,2.4,6.5,16.4,0.594,0.44799999999999995,8.1,18.0,13.1,9.5,1.8,1.6,11.7,18.9,1.5,1.1,2.6,0.163,-1.5,0.7,-0.8,0.2
George Hill\hillge01,TOT,PG,67,60,27.0,3.5,7.7,0.46,0.5429999999999999,1.6,2.1,0.7859999999999999,0.6,2.1,2.7,2.8,0.9,0.4,1.3,1.9,10.0,13.3,0.58,0.273,2.6,8.9,5.7,15.0,1.7,1.3,13.3,16.3,2.3,0.9,3.2,0.085,0.3,-0.9,-0.6,0.6
Jrue Holiday\holidjr01,NOP,SG,81,81,36.1,7.6,15.4,0.494,0.5429999999999999,2.3,2.9,0.7859999999999999,0.8,3.7,4.5,6.0,1.5,0.8,2.6,2.5,19.0,17.8,0.57,0.191,2.4,10.8,6.8,24.9,2.0,1.7,13.6,23.1,4.2,2.9,7.1,0.11599999999999999,1.8,0.3,2.1,3.0
Justin Holiday\holidju01,CHI,SG,72,72,31.5,4.0,10.9,0.371,0.474,1.9,2.3,0.823,0.4,3.6,4.0,2.1,1.1,0.4,1.3,1.9,12.2,10.8,0.513,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,0.036000000000000004,-1.0,-0.3,-1.3,0.4
Rondae Hollis-Jefferson\holliro01,BRK,SF,68,59,28.2,5.0,10.6,0.47200000000000003,0.48100000000000004,3.7,4.6,0.7879999999999999,1.5,5.3,6.8,2.5,1.0,0.7,1.8,2.1,13.9,16.9,0.5479999999999999,0.436,5.5,20.0,12.7,14.2,1.6,1.9,12.3,22.2,2.1,2.0,4.1,0.10300000000000001,-1.5,1.1,-0.4,0.8
Richaun Holmes\holmeri01,PHI,C,48,2,15.5,2.8,5.0,0.56,0.568,0.8,1.2,0.6609999999999999,1.2,3.2,4.4,1.3,0.4,0.6,0.5,2.0,6.5,17.4,0.585,0.23199999999999998,8.6,21.4,15.2,12.3,1.3,3.2,8.6,16.6,1.6,1.3,2.8,0.183,-0.2,1.9,1.7,0.7
Rodney Hood\hoodro01,TOT,SG,60,23,26.9,5.4,12.5,0.429,0.513,1.9,2.2,0.86,0.4,2.4,2.8,1.6,0.8,0.2,1.2,1.8,14.7,14.3,0.546,0.172,1.6,9.9,5.8,9.7,1.4,0.6,8.0,24.3,1.2,1.5,2.7,0.081,0.2,-2.2,-2.0,0.0
Al Horford\horfoal01,BOS,C,72,72,31.6,5.1,10.5,0.489,0.5529999999999999,1.3,1.7,0.7829999999999999,1.4,5.9,7.4,4.7,0.6,1.1,1.8,1.9,12.9,17.6,0.575,0.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.165,1.1,2.9,4.0,3.5
Dwight Howard\howardw01,CHO,C,81,81,30.4,6.2,11.2,0.555,0.556,4.1,7.2,0.574,3.1,9.3,12.5,1.3,0.6,1.6,2.6,3.1,16.6,20.5,0.5770000000000001,0.639,11.0,33.8,22.2,7.1,1.0,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-2.0,1.7,-0.3,1.1
Josh Huestis\huestjo01,OKC,PF,69,10,14.2,0.9,2.6,0.33,0.42,0.1,0.3,0.3,0.6,1.7,2.3,0.3,0.2,0.6,0.4,1.2,2.3,5.4,0.41700000000000004,0.11,4.6,13.9,9.1,2.7,0.8,4.0,12.0,9.5,-0.5,1.0,0.5,0.024,-4.6,0.7,-3.9,-0.5
Serge Ibaka\ibakase01,TOR,PF,76,76,27.5,5.0,10.3,0.483,0.552,1.2,1.6,0.797,1.0,5.3,6.3,0.8,0.4,1.3,1.2,2.8,12.6,14.7,0.574,0.151,4.3,21.0,12.8,4.4,0.7,3.8,9.7,19.4,2.1,3.0,5.1,0.11699999999999999,-0.8,0.6,-0.2,1.0
Andre Iguodala\iguodan01,GSW,SF,64,7,25.3,2.3,5.0,0.46299999999999997,0.514,0.9,1.4,0.632,0.8,3.1,3.8,3.3,0.8,0.6,1.0,1.5,6.0,11.2,0.536,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,1.6,1.6,3.2,0.094,-0.7,0.9,0.2,0.9
Ersan Ilyasova\ilyaser01,TOT,PF,69,43,25.1,4.0,8.9,0.452,0.526,1.5,2.0,0.778,1.7,4.2,5.9,1.3,0.9,0.4,1.0,2.3,10.9,14.9,0.5579999999999999,0.22,7.6,18.0,12.9,7.9,1.7,1.3,9.7,18.7,2.2,1.9,4.0,0.11199999999999999,0.2,-0.1,0.1,0.9
Joe Ingles\inglejo01,UTA,SF,82,81,31.4,4.1,8.8,0.467,0.609,0.8,1.0,0.795,0.3,3.9,4.2,4.8,1.1,0.2,1.9,2.2,11.5,14.4,0.623,0.11599999999999999,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,4.0,3.6,7.6,0.141,2.1,1.0,3.1,3.3
Brandon Ingram\ingrabr01,LAL,SF,59,59,33.5,6.1,12.9,0.47,0.49700000000000005,3.3,4.8,0.6809999999999999,1.0,4.4,5.3,3.9,0.8,0.7,2.5,2.8,16.1,13.8,0.536,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1.0,1.8,2.8,0.068,-1.6,0.3,-1.3,0.4
Kyrie Irving\irvinky01,BOS,PG,60,60,32.2,8.9,18.1,0.491,0.568,3.9,4.4,0.889,0.6,3.2,3.8,5.1,1.1,0.3,2.3,2.0,24.4,25.0,0.61,0.24,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31.0,6.3,2.7,8.9,0.222,6.9,-0.7,6.2,4.0
Jonathan Isaac\isaacjo01,ORL,PF,27,10,19.9,2.0,5.4,0.379,0.434,0.7,0.9,0.76,0.6,3.1,3.7,0.7,1.2,1.1,1.0,1.8,5.4,9.8,0.465,0.172,3.3,17.2,10.2,4.8,3.0,4.5,14.8,15.0,-0.6,0.8,0.2,0.021,-4.9,3.1,-1.8,0.0
Wesley Iwundu\iwundwe01,ORL,SF,62,12,16.5,1.5,3.5,0.42700000000000005,0.447,0.5,0.8,0.723,0.6,1.6,2.2,0.9,0.5,0.2,0.5,1.3,3.7,7.8,0.48,0.21600000000000003,3.9,11.0,7.4,7.8,1.6,0.9,11.2,11.6,0.0,0.7,0.7,0.032,-3.7,0.2,-3.5,-0.4
Jarrett Jack\jackja01,NYK,PG,62,56,25.0,3.0,7.1,0.42700000000000005,0.455,1.0,1.2,0.84,0.4,2.7,3.1,5.6,0.6,0.1,1.9,1.6,7.5,11.5,0.489,0.16899999999999998,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,0.5,0.7,1.2,0.036000000000000004,-1.9,-1.7,-3.5,-0.6
Josh Jackson\jacksjo02,PHO,SF,77,35,25.4,5.1,12.1,0.41700000000000004,0.44799999999999995,2.3,3.6,0.634,1.2,3.3,4.6,1.5,1.0,0.5,1.9,2.8,13.1,11.8,0.48,0.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,-2.0,1.2,-0.7,-0.018000000000000002,-3.1,-1.2,-4.3,-1.1
Justin Jackson\jacksju01,SAC,SF,68,41,22.1,2.7,6.2,0.442,0.51,0.4,0.5,0.722,0.4,2.4,2.8,1.1,0.4,0.2,0.6,1.2,6.7,9.2,0.521,0.086,2.0,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1.0,0.031,-2.0,-1.5,-3.5,-0.6
Reggie Jackson\jacksre01,DET,PG,45,45,26.7,5.5,12.8,0.426,0.47100000000000003,2.5,3.0,0.836,0.6,2.1,2.8,5.3,0.6,0.1,2.2,1.9,14.6,15.9,0.516,0.23199999999999998,2.6,9.0,5.7,32.8,1.1,0.3,13.5,27.1,1.1,0.9,2.0,0.078,0.8,-2.3,-1.5,0.2
LeBron James\jamesle01,CLE,PF,82,82,36.9,10.5,19.3,0.542,0.59,4.7,6.5,0.731,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.6,27.5,28.6,0.621,0.336,3.7,22.3,13.1,44.4,1.9,2.0,16.1,31.6,11.0,3.0,14.0,0.221,7.6,2.0,9.6,8.9
Mike James\jamesmi02,TOT,PG,36,10,19.1,3.4,8.9,0.38299999999999995,0.424,1.8,2.3,0.762,0.4,2.1,2.5,3.5,0.8,0.2,1.4,1.3,9.3,13.9,0.469,0.262,2.0,12.2,7.0,29.4,2.0,0.8,12.0,25.1,-0.1,0.3,0.2,0.017,-0.9,-1.8,-2.6,-0.1
Al Jefferson\jeffeal01,IND,C,36,1,13.4,3.1,5.8,0.534,0.534,0.8,1.0,0.833,0.8,3.1,4.0,0.8,0.4,0.6,0.6,1.8,7.0,20.2,0.563,0.17300000000000001,7.0,26.2,16.7,10.0,1.7,4.2,8.6,22.5,0.8,0.8,1.6,0.158,-1.7,1.3,-0.5,0.2
Jonas Jerebko\jerebjo01,UTA,PF,74,19,15.3,2.1,4.6,0.466,0.562,0.6,0.8,0.807,0.7,2.6,3.3,0.6,0.3,0.2,0.4,1.7,5.8,13.2,0.586,0.16699999999999998,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,1.8,1.6,3.4,0.14400000000000002,-0.3,-0.3,-0.6,0.4
Amir Johnson\johnsam01,PHI,C,74,18,15.8,1.9,3.5,0.5379999999999999,0.5579999999999999,0.7,1.1,0.612,1.7,2.8,4.5,1.6,0.6,0.6,0.7,2.6,4.6,14.8,0.575,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2.0,4.1,0.16899999999999998,-0.2,3.1,2.9,1.5
Dakari Johnson\johnsda04,OKC,C,31,6,5.2,0.7,1.3,0.564,0.564,0.4,0.6,0.55,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,16.4,0.575,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,0.4,0.2,0.6,0.17800000000000002,-0.9,1.2,0.3,0.1
James Johnson\johnsja01,MIA,PF,73,41,26.6,4.2,8.4,0.503,0.55,1.5,2.2,0.698,0.8,4.1,4.9,3.8,1.0,0.7,1.9,2.6,10.8,15.8,0.575,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.2,19.1,2.2,2.8,4.9,0.122,-0.1,1.7,1.7,1.8
Joe Johnson\johnsjo02,TOT,SF,55,4,21.9,2.7,6.5,0.406,0.461,0.7,0.8,0.889,0.3,2.9,3.1,1.5,0.3,0.1,0.9,1.2,6.8,8.1,0.49,0.125,1.3,14.7,8.1,10.2,0.7,0.5,11.4,15.9,-0.3,1.3,1.0,0.04,-3.4,-0.4,-3.8,-0.5
Stanley Johnson\johnsst04,DET,SF,69,50,27.4,3.0,8.1,0.375,0.435,1.6,2.1,0.772,0.5,3.2,3.7,1.6,1.4,0.2,1.1,2.4,8.7,9.0,0.48,0.259,1.9,13.0,7.3,8.5,2.5,0.7,11.0,16.4,-0.6,2.4,1.8,0.046,-2.6,1.1,-1.5,0.2
Tyler Johnson\johnsty01,MIA,PG,72,39,28.5,4.3,9.9,0.435,0.518,1.5,1.8,0.8220000000000001,0.5,3.0,3.4,2.3,0.8,0.5,1.1,2.1,11.7,13.0,0.5489999999999999,0.18100000000000002,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,0.09699999999999999,-0.1,-0.1,-0.2,0.9
Wesley Johnson\johnswe01,LAC,SF,74,40,20.1,2.0,5.0,0.408,0.489,0.6,0.8,0.741,0.4,2.5,2.9,0.8,1.0,0.8,0.7,2.0,5.4,9.8,0.512,0.158,2.2,13.6,8.0,5.6,2.5,3.5,12.3,13.0,-0.1,1.7,1.7,0.055,-2.0,2.3,0.3,0.9
Nikola Jokic\jokicni01,DEN,C,75,73,32.6,6.7,13.5,0.499,0.5539999999999999,3.5,4.2,0.85,2.6,8.1,10.7,6.1,1.2,0.8,2.8,2.8,18.5,24.4,0.603,0.31,9.0,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.21100000000000002,4.8,2.3,7.1,5.6
Tyus Jones\jonesty01,MIN,PG,82,11,17.9,1.8,4.0,0.457,0.526,0.9,1.0,0.877,0.2,1.4,1.6,2.8,1.2,0.1,0.7,1.3,5.1,14.1,0.5720000000000001,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14.0,12.7,2.3,1.2,3.6,0.11699999999999999,0.8,-0.3,0.5,0.9
DeAndre Jordan\jordade01,LAC,C,77,77,31.5,4.8,7.5,0.645,0.645,2.4,4.1,0.58,4.3,10.9,15.2,1.5,0.5,0.9,1.8,2.6,12.0,20.2,0.648,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6.0,3.4,9.4,0.18600000000000003,0.5,1.6,2.1,2.5
Cory Joseph\josepco01,IND,PG,82,17,27.0,3.1,7.4,0.424,0.479,0.9,1.1,0.745,0.5,2.7,3.2,3.2,1.0,0.2,1.1,1.7,7.9,11.0,0.503,0.156,2.0,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2.0,3.1,0.068,-1.3,0.1,-1.2,0.5
Frank Kaminsky\kaminfr01,CHO,PF,79,4,23.2,3.9,9.1,0.429,0.501,2.0,2.5,0.799,0.6,3.1,3.6,1.6,0.5,0.2,0.8,1.2,11.1,14.4,0.545,0.271,2.7,14.5,8.5,11.0,1.0,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.3,-1.2,-0.9,0.5
Enes Kanter\kanteen01,NYK,C,71,71,25.8,5.9,10.0,0.5920000000000001,0.5920000000000001,2.2,2.6,0.848,3.8,7.1,11.0,1.5,0.5,0.5,1.7,2.6,14.1,24.0,0.63,0.258,16.6,30.6,23.6,9.4,1.0,1.7,13.3,21.8,5.5,2.1,7.6,0.198,2.4,0.1,2.5,2.1
Luke Kennard\kennalu01,DET,SG,73,9,20.0,2.8,6.4,0.44299999999999995,0.53,0.9,1.0,0.855,0.3,2.1,2.4,1.7,0.6,0.2,0.9,1.2,7.6,12.1,0.56,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,1.1,1.4,2.6,0.085,-1.1,-0.4,-1.5,0.2
Michael Kidd-Gilchrist\kiddgmi01,CHO,SF,74,74,25.0,3.8,7.6,0.504,0.504,1.6,2.3,0.684,1.1,2.9,4.1,1.0,0.7,0.4,0.7,1.9,9.2,12.5,0.536,0.305,4.8,13.0,8.8,5.9,1.3,1.4,7.8,16.2,1.6,1.6,3.2,0.084,-2.0,0.3,-1.8,0.1
Sean Kilpatrick\kilpase01,TOT,SG,52,1,12.3,2.1,5.7,0.374,0.452,1.2,1.4,0.889,0.1,1.6,1.7,0.9,0.3,0.1,0.7,0.6,6.3,11.6,0.507,0.245,0.8,14.2,7.5,11.3,1.0,0.7,10.4,24.9,-0.2,0.3,0.1,0.008,-2.5,-3.6,-6.1,-0.7
Maxi Kleber\klebima01,DAL,PF,72,36,16.8,2.1,4.3,0.489,0.5529999999999999,0.6,0.8,0.746,1.0,2.3,3.3,0.7,0.4,0.7,0.4,1.6,5.4,13.4,0.5760000000000001,0.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,1.6,1.2,2.8,0.113,-1.0,1.2,0.2,0.7
Kyle Korver\korveky01,CLE,SG,73,4,21.6,3.0,6.6,0.45899999999999996,0.628,0.9,1.0,0.889,0.1,2.1,2.3,1.2,0.4,0.4,0.8,1.8,9.2,13.4,0.652,0.149,0.7,10.9,5.9,8.0,1.0,1.5,9.6,16.0,2.8,0.6,3.4,0.10400000000000001,2.2,-2.0,0.1,0.9
Kosta Koufos\koufoko01,SAC,C,71,13,19.6,3.1,5.5,0.5710000000000001,0.5710000000000001,0.5,1.0,0.446,2.1,4.5,6.6,1.2,0.7,0.5,0.7,2.1,6.7,17.5,0.5660000000000001,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.9,0.134,-0.8,1.4,0.5,0.9
Kyle Kuzma\kuzmaky01,LAL,PF,77,37,31.2,6.1,13.5,0.45,0.527,1.9,2.7,0.7070000000000001,1.1,5.1,6.3,1.8,0.6,0.4,1.8,2.1,16.1,14.2,0.5489999999999999,0.2,3.9,17.4,10.7,9.1,1.0,1.1,11.0,22.5,1.5,2.3,3.8,0.077,-0.3,-1.0,-1.3,0.4
Skal Labissiere\labissk01,SAC,PF,60,28,20.7,3.4,7.6,0.44799999999999995,0.467,1.6,2.0,0.805,1.7,3.2,4.8,1.2,0.4,0.8,1.2,2.2,8.7,14.3,0.513,0.258,8.7,18.1,13.2,9.1,1.0,3.7,12.5,21.1,0.4,1.0,1.4,0.054000000000000006,-2.7,0.1,-2.6,-0.2
Jeremy Lamb\lambje01,CHO,SG,80,18,24.6,4.8,10.4,0.457,0.513,2.2,2.6,0.861,0.6,3.4,4.1,2.3,0.8,0.4,1.2,1.7,12.9,17.0,0.5589999999999999,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3.0,1.9,4.9,0.12,1.2,-0.2,0.9,1.5
Shane Larkin\larkish01,BOS,PG,54,2,14.4,1.6,4.1,0.384,0.45399999999999996,0.6,0.7,0.865,0.3,1.4,1.7,1.8,0.5,0.1,0.6,1.1,4.3,10.4,0.491,0.16899999999999998,2.1,10.7,6.5,18.5,1.9,0.3,12.3,15.5,0.3,1.1,1.4,0.087,-2.3,0.2,-2.1,0.0
Joffrey Lauvergne\lauvejo01,SAS,C,55,1,9.7,1.8,3.5,0.516,0.516,0.5,0.9,0.638,1.1,2.0,3.1,0.7,0.2,0.1,0.6,0.8,4.1,16.5,0.536,0.247,13.0,22.6,17.8,12.2,0.9,0.5,13.5,20.4,0.6,0.7,1.3,0.12,-1.4,-0.1,-1.6,0.1
Jake Layman\laymaja01,POR,SF,35,1,4.6,0.4,1.3,0.298,0.34,0.1,0.1,0.667,0.1,0.3,0.5,0.3,0.2,0.1,0.1,0.4,1.0,4.9,0.35200000000000004,0.064,2.8,8.1,5.5,9.4,1.9,2.0,9.4,14.6,-0.3,0.2,-0.1,-0.021,-5.3,0.4,-5.0,-0.1
T.J. Leaf\leaftj01,IND,PF,53,0,8.7,1.2,2.6,0.47100000000000003,0.537,0.2,0.3,0.625,0.5,1.0,1.5,0.2,0.1,0.1,0.2,0.8,2.9,10.7,0.545,0.11800000000000001,7.2,13.0,10.1,2.8,0.5,0.8,6.5,14.9,0.5,0.3,0.8,0.08199999999999999,-1.9,-2.9,-4.8,-0.3
Courtney Lee\leeco01,NYK,SG,76,69,30.4,4.5,9.9,0.45399999999999996,0.529,1.5,1.6,0.919,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12.0,13.0,0.564,0.16399999999999998,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.08199999999999999,0.8,-0.7,0.0,1.2
Alex Len\lenal01,PHO,C,69,13,20.2,3.1,5.5,0.5660000000000001,0.5670000000000001,2.3,3.3,0.684,2.5,5.0,7.5,1.2,0.4,0.9,1.1,2.3,8.5,19.4,0.612,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,3.2,1.3,4.5,0.154,-0.3,1.1,0.8,1.0
Meyers Leonard\leoname01,POR,C,33,2,7.7,1.4,2.4,0.59,0.66,0.3,0.3,0.818,0.4,1.8,2.1,0.5,0.2,0.0,0.3,1.1,3.4,17.8,0.6759999999999999,0.141,5.2,24.7,15.0,10.6,1.4,0.0,10.8,16.1,0.7,0.3,1.1,0.2,1.2,-0.2,0.9,0.2
Caris LeVert\leverca01,BRK,SF,71,10,26.3,4.5,10.4,0.435,0.493,1.9,2.6,0.711,0.7,2.9,3.7,4.2,1.2,0.3,2.2,2.2,12.1,14.3,0.525,0.254,3.0,11.9,7.4,26.0,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.059000000000000004,-0.3,-0.2,-0.5,0.7
DeAndre Liggins\liggide01,TOT,SG,58,4,12.5,0.7,1.8,0.377,0.467,0.0,0.1,0.4,0.1,1.2,1.3,0.8,0.6,0.2,0.3,1.4,1.7,6.0,0.467,0.047,1.1,10.6,5.9,8.4,2.5,1.6,15.6,7.9,-0.2,0.7,0.5,0.034,-3.4,1.2,-2.2,0.0
Damian Lillard\lillada01,POR,PG,73,73,36.6,8.5,19.4,0.439,0.519,6.8,7.4,0.9159999999999999,0.8,3.6,4.5,6.6,1.1,0.4,2.8,1.6,26.9,25.2,0.594,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.22699999999999998,7.7,-1.0,6.7,5.9
Shaun Livingston\livinsh01,GSW,PG,71,7,15.9,2.4,4.8,0.501,0.501,0.7,0.9,0.82,0.5,1.4,1.8,2.0,0.5,0.3,0.8,1.6,5.5,11.6,0.5329999999999999,0.17800000000000002,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.7,0.9,0.9,1.8,0.077,-2.6,-0.9,-3.5,-0.4
Kevon Looney\looneke01,GSW,C,66,4,13.8,1.7,2.9,0.58,0.583,0.6,1.2,0.545,1.3,2.0,3.3,0.6,0.5,0.8,0.5,1.6,4.0,14.8,0.588,0.39899999999999997,11.0,15.2,13.2,6.0,1.8,4.9,12.0,12.5,1.5,1.3,2.8,0.145,-0.9,2.1,1.2,0.7
Brook Lopez\lopezbr01,LAL,C,74,72,23.4,5.0,10.7,0.465,0.536,1.5,2.1,0.703,1.0,3.0,4.0,1.7,0.4,1.3,1.3,2.7,13.0,16.4,0.557,0.19899999999999998,4.6,13.4,9.0,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.3,0.2,0.5,1.1
Robin Lopez\lopezro01,CHI,C,64,64,26.4,5.3,10.1,0.53,0.5329999999999999,1.1,1.4,0.7559999999999999,2.1,2.4,4.5,1.9,0.2,0.8,1.7,1.7,11.8,14.7,0.552,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.7,1.9,0.055,-1.7,-0.3,-1.9,0.0
Kevin Love\loveke01,CLE,C,59,59,28.0,5.7,12.4,0.45799999999999996,0.552,4.0,4.5,0.88,1.7,7.5,9.3,1.7,0.7,0.4,1.5,2.0,17.6,22.4,0.614,0.365,7.0,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,0.185,2.7,-1.5,1.3,1.4
Kyle Lowry\lowryky01,TOR,PG,78,78,32.2,5.2,12.1,0.42700000000000005,0.5529999999999999,2.9,3.3,0.8540000000000001,0.8,4.7,5.6,6.9,1.1,0.2,2.3,2.5,16.2,19.5,0.598,0.276,3.0,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7.0,3.1,10.2,0.19399999999999998,5.4,0.5,5.9,5.0
Timothe Luwawu-Cabarrot\luwawti01,PHI,SF,52,7,15.5,1.9,5.1,0.375,0.474,0.9,1.1,0.7929999999999999,0.3,1.1,1.4,1.0,0.2,0.1,0.7,1.9,5.8,7.0,0.511,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,0.1,0.7,0.8,0.046,-2.3,-2.4,-4.7,-0.5
Trey Lyles\lylestr01,DEN,PF,73,2,19.1,3.7,7.5,0.491,0.5660000000000001,1.4,2.0,0.6970000000000001,0.8,4.0,4.8,1.2,0.4,0.5,0.8,1.5,9.9,17.9,0.59,0.264,4.5,23.5,14.0,10.1,1.1,2.0,9.0,21.1,2.7,1.2,3.9,0.134,0.6,-1.4,-0.8,0.4
Shelvin Mack\macksh01,ORL,PG,69,3,19.8,2.6,6.0,0.43,0.488,1.0,1.4,0.711,0.3,2.1,2.4,3.9,0.8,0.1,1.3,1.3,6.9,13.3,0.518,0.23399999999999999,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1.0,1.0,2.0,0.069,-1.2,-1.2,-2.4,-0.1
Ian Mahinmi\mahinia01,WAS,C,77,0,14.9,1.8,3.2,0.556,0.556,1.2,1.7,0.703,1.8,2.3,4.1,0.7,0.5,0.5,1.3,3.0,4.8,12.2,0.601,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.09300000000000001,-2.3,1.6,-0.7,0.4
Thon Maker\makerth01,MIL,C,74,12,16.7,1.8,4.3,0.41100000000000003,0.46,0.9,1.3,0.6990000000000001,1.0,2.0,3.0,0.6,0.5,0.7,0.6,2.2,4.8,10.2,0.499,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11.0,14.6,0.3,1.1,1.5,0.055999999999999994,-2.7,0.0,-2.7,-0.2
Boban Marjanovic\marjabo01,TOT,C,39,1,8.6,2.0,3.8,0.534,0.534,2.0,2.5,0.794,1.2,2.5,3.7,0.6,0.3,0.3,0.9,1.3,6.0,26.0,0.616,0.655,15.7,31.4,23.5,11.2,1.5,2.8,15.9,29.4,1.0,0.5,1.5,0.215,-0.3,-0.3,-0.6,0.1
Lauri Markkanen\markkla01,CHI,PF,68,68,29.7,5.5,12.7,0.434,0.518,2.1,2.4,0.843,1.2,6.3,7.5,1.2,0.6,0.6,1.2,1.5,15.2,15.6,0.552,0.193,4.0,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,0.079,-0.6,-1.3,-1.9,0.1
Jarell Martin\martija01,MEM,PF,73,36,22.8,3.0,6.8,0.446,0.48,1.2,1.6,0.767,1.3,3.0,4.4,1.0,0.5,0.7,1.2,2.9,7.7,10.5,0.516,0.23399999999999999,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,0.1,1.2,1.3,0.038,-3.0,0.0,-3.0,-0.4
Frank Mason\masonfr01,SAC,PG,52,2,18.9,2.8,7.3,0.379,0.42,1.8,2.2,0.8170000000000001,0.6,1.9,2.5,2.8,0.7,0.2,1.3,1.4,7.9,13.0,0.48,0.303,3.3,12.1,7.5,22.7,1.7,1.0,13.1,22.6,0.0,0.6,0.5,0.027000000000000003,-2.0,-1.4,-3.4,-0.4
